"Time","Sex","a0-4","a5-9","a10-14","a15-19","a20-24","a25-29","a30-34","a35-39","a40-44","a45-49","a50-54","a55-59","a60-64","a65-69","a70-74","a75-79","a80+","a80-84","a85-89","a90-94","a95-99","a100+"
"2010","Female","3,997613775","4,270469011","4,685473481","4,948190096","5,7285826","5,909535519","5,682913946","5,981963246","7,960669911","8,329629863","7,415126759","6,512677968","5,471113527","5,732903821","6,251370235","4,346354683","none","3,506760006","2,3291038","0,680446704","0,234883301","0,024217748"
"2010","Male","4,39290237","4,679786366","5,124861539","5,405100966","6,22276625","6,297140034","5,993401275","6,418467091","8,594284808","8,958858568","7,830126587","6,636706511","5,570715904","5,583863829","5,56979802","3,421075519","none","2,149594995","0,901328856","0,196926366","0,048340185","0,00395396"
"2011","Female","4,009646812","4,211430088","4,630780551","4,9222469","5,692146663","5,959900767","5,722914132","5,806931683","7,665799999","8,37904212","7,592068182","6,680018639","5,550004158","5,543290903","6,221463057","4,552001667","none","3,444952436","2,367019039","0,799745614","0,222716118","0,025880471"
"2011","Male","4,398802996","4,60990256","5,075595587","5,392906107","6,186188702","6,364106158","6,036672753","6,1898006","8,237978431","8,999036046","8,022793443","6,786519379","5,607368211","5,414574975","5,557688243","3,643996936","none","2,193489975","0,9903149","0,240178616","0,047846313","0,004239068"
"2012","Female","4,029266461","4,165739899","4,55516385","4,909104125","5,61832455","6,018486886","5,778373009","5,72141014","7,280264098","8,399316736","7,781694833","6,819649888","5,706392877","5,388578351","6,061767521","4,871139379","none","3,37425162","2,367532861","0,912927494","0,21304016","0,027575262"
"2012","Male","4,412019956","4,552861264","4,996614667","5,39678582","6,114479412","6,43841241","6,102990163","6,066258239","7,785252966","8,99985156","8,230536761","6,931799269","5,706553267","5,269484336","5,440988771","3,941282398","none","2,20902176","1,071862515","0,278825382","0,049575658","0,00454343"
"2013","Female","4,055125765","4,134976537","4,47153922","4,88967468","5,516987916","6,081128684","5,847516322","5,69612249","6,85644011","8,375305012","7,964850859","6,944651801","5,911066082","5,278427205","5,822610118","5,224404104","none","3,33510234","2,348550118","1,007008298","0,209463163","0,029049177"
"2013","Male","4,432138335","4,512831209","4,9010819","5,392478981","6,023286774","6,515605745","6,18481782","6,021184967","7,295258585","8,944002562","8,433158125","7,081838697","5,847977491","5,157529971","5,26409587","4,251861371","none","2,234213854","1,137518759","0,312412767","0,051883832","0,004822383"
"2014","Female","4,087529391","4,118452355","4,393064114","4,843931703","5,413611245","6,131831069","5,926706082","5,691995156","6,475910291","8,279308246","8,11738563","7,080178761","6,119336869","5,225705906","5,582911641","5,499238872","none","3,382723275","2,333760707","1,062533147","0,203908631","0,02997691"
"2014","Male","4,460373047","4,4892887","4,805073996","5,355564915","5,939325563","6,579896406","6,275408238","6,012805575","6,85707174","8,805023564","8,602526612","7,251347729","6,003340954","5,091831291","5,087754338","4,490776676","none","2,315614028","1,187803696","0,332954432","0,051200329","0,005018172"
"2015","Female","4,123202069","4,113630977","4,327111617","4,768391002","5,324008093","6,152680697","6,014196093","5,692502379","6,187070639","8,095082614","8,227223419","7,239936571","6,303619282","5,238590789","5,390846784","5,634042608","none","3,541029653","2,334831159","1,081124016","0,180706754","0,030172785"
"2015","Male","4,493527225","4,478480047","4,719991356","5,280382397","5,874072814","6,615719267","6,373354447","6,018002665","6,52439855","8,570685331","8,720963015","7,446028856","6,157418612","5,080725483","4,945442721","4,61553453","none","2,471711082","1,221869653","0,343738555","0,042857209","0,005096183"
"2016","Female","4,161325623","4,104195574","4,283623877","4,72790273","5,257365857","6,115537693","6,132854345","5,744787307","5,95529376","7,788568101","8,301365994","7,421923329","6,469392084","5,313053652","5,205182736","5,576651846","none","3,721424009","2,315635886","1,154425043","0,219998882","0,029491672"
"2016","Male","4,528350132","4,463780539","4,654931836","5,207231308","5,799502906","6,591555751","6,501054136","6,066629519","6,268968248","8,218523446","8,783372191","7,661560476","6,323650234","5,120782967","4,800393262","4,603273681","none","2,67096102","1,271115565","0,405277759","0,054049437","0,005035585"
"2017","Female","4,197861057","4,106983961","4,239090088","4,672287625","5,213111552","6,027562461","6,2527866","5,833171323","5,821088606","7,381553689","8,341776959","7,61654525","6,611570823","5,466160008","5,056578472","5,415864141","none","3,989866065","2,269132241","1,17166841","0,287259627","0,028081039"
"2017","Male","4,564079565","4,462249105","4,595990153","5,115784263","5,740937967","6,515183336","6,632789789","6,151999156","6,12177276","7,766106549","8,801673487","7,887956866","6,490355747","5,223500734","4,676776888","4,51089278","none","2,919382228","1,292031311","0,451961545","0,07370621","0,004869561"
"2018","Female","4,232300364","4,124170281","4,196942866","4,602491759","5,180305752","5,910604193","6,359120553","5,947933049","5,769377806","6,930936634","8,327393708","7,807807844","6,743542616","5,669324783","4,953235452","5,202644619","none","4,280973513","2,23446402","1,163142143","0,336750163","0,026537885"
"2018","Male","4,599056598","4,475329233","4,54501374","5,010149314","5,687709921","6,40653518","6,752306379","6,264911915","6,064244015","7,273351845","8,757478432","8,105955177","6,663411402","5,371076288","4,58418692","4,379669033","none","3,168373543","1,311350741","0,485682811","0,089504168","0,004703347"
"2019","Female","4,263283003","4,153343596","4,161082775","4,524522768","5,140073403","5,797961058","6,430937406","6,076549981","5,768372752","6,522707087","8,226857617","7,971574748","6,888773855","5,878984403","4,909505669","5,004464322","none","4,503506171","2,266285279","1,142561232","0,342968847","0,025684027"
"2019","Male","4,630474458","4,500880093","4,503247315","4,900758621","5,622338274","6,296900752","6,837353424","6,394670491","6,060242469","6,830529819","8,624286607","8,288406754","6,854113459","5,538188678","4,538753194","4,257004487","none","3,353916441","1,368739437","0,501445175","0,093079587","0,004670466"
"2020","Female","4,288250548","4,188738436","4,135807784","4,444981884","5,079547297","5,708114922","6,455696433","6,208529748","5,7965279","6,21149876","8,025304686","8,090398248","7,058484808","6,06780526","4,934515112","4,856252235","none","4,612107154","2,391900343","1,119611655","0,299858286","0,026068501"
"2020","Male","4,654995499","4,534165261","4,473209712","4,79704497","5,533935505","6,203955242","6,87474632","6,532160611","6,086089997","6,494794815","8,3911722","8,416950693","7,066168951","5,70972498","4,550832602","4,164978131","none","3,449581957","1,480035314","0,500749809","0,079833738","0,004873693"
"2021","Female","4,307952299","4,223849549","4,139567542","4,389112838","4,997708136","5,606434888","6,406139988","6,324728489","5,85170908","5,99051877","7,73730477","8,17895893","7,250167056","6,238424459","5,015053073","4,701685004","none","4,559084619","2,56781316","1,158277082","0,327486374","0,028023893"
