"fill","cx","cy","cxx","cyy","cxxx","cyyy","cxxxx","cyyyy","id_x","id_y"
"#AF8483","377.886","566.53","377,886","566,53","375,731","347,741","40,00117108","37,00159608","40","37"
"#B28986","377.886","575.929","377,886","575,929","375,731","357,14","40,00117108","38,00170249","40","38"
"#B58E8A","377.886","585.327","377,886","585,327","375,731","366,538","40,00117108","39,00170249","40","39"
"#C59C98","377.886","594.726","377,886","594,726","375,731","375,937","40,00117108","40,0018089","40","40"
"#CB9C9A","377.886","604.124","377,886","604,124","375,731","385,335","40,00117108","41,0018089","40","41"
"#D5A1A1","377.886","613.522","377,886","613,522","375,731","394,733","40,00117108","42,0018089","40","42"
"#D5A29F","377.886","622.921","377,886","622,921","375,731","404,132","40,00117108","43,0019153","40","43"
"#9F6D6C","377.886","632.319","377,886","632,319","375,731","413,53","40,00117108","44,0019153","40","44"
"#764F4A","377.886","641.718","377,886","641,718","375,731","422,929","40,00117108","45,00202171","40","45"
"#492B28","377.886","651.116","377,886","651,116","375,731","432,327","40,00117108","46,00202171","40","46"
"#463235","377.886","660.515","377,886","660,515","375,731","441,726","40,00117108","47,00212811","40","47"
"#453134","377.886","669.913","377,886","669,913","375,731","451,124","40,00117108","48,00212811","40","48"
"#513D40","377.886","679.312","377,886","679,312","375,731","460,523","40,00117108","49,00223452","40","49"
"#68434C","377.886","688.71","377,886","688,71","375,731","469,921","40,00117108","50,00223452","40","50"
"#603D46","377.886","698.108","377,886","698,108","375,731","479,319","40,00117108","51,00223452","40","51"
"#7E5C63","377.886","707.507","377,886","707,507","375,731","488,718","40,00117108","52,00234092","40","52"
"#88656C","377.886","716.905","377,886","716,905","375,731","498,116","40,00117108","53,00234092","40","53"
"#916B73","377.886","726.304","377,886","726,304","375,731","507,515","40,00117108","54,00244733","40","54"
"#92656F","377.886","735.702","377,886","735,702","375,731","516,913","40,00117108","55,00244733","40","55"
"#A26874","377.886","745.101","377,886","745,101","375,731","526,312","40,00117108","56,00255373","40","56"
"#9E616C","377.886","754.499","377,886","754,499","375,731","535,71","40,00117108","57,00255373","40","57"
"#9E656C","377.886","763.897","377,886","763,897","375,731","545,108","40,00117108","58,00255373","40","58"
"#9A6C6F","377.886","773.296","377,886","773,296","375,731","554,507","40,00117108","59,00266014","40","59"
"#8E6A68","377.886","782.694","377,886","782,694","375,731","563,905","40,00117108","60,00266014","40","60"
"#9C7C77","377.886","792.093","377,886","792,093","375,731","573,304","40,00117108","61,00276655","40","61"
"#9E7976","377.886","801.491","377,886","801,491","375,731","582,702","40,00117108","62,00276655","40","62"
"#9F7B76","377.886","810.89","377,886","810,89","375,731","592,101","40,00117108","63,00287295","40","63"
"#B08D95","387.28","228.187","387,28","228,187","385,125","9,398","41,00127755","1","41","1"
"#BC9BA1","387.28","237.585","387,28","237,585","385,125","18,796","41,00127755","2","41","2"
"#A6888E","387.28","246.984","387,28","246,984","385,125","28,195","41,00127755","3,000106406","41","3"
"#A08187","387.28","256.382","387,28","256,382","385,125","37,593","41,00127755","4,000106406","41","4"
"#86676F","387.28","265.781","387,28","265,781","385,125","46,992","41,00127755","5,000212811","41","5"
"#6A4C51","387.28","275.179","387,28","275,179","385,125","56,39","41,00127755","6,000212811","41","6"
"#66474A","387.28","284.578","387,28","284,578","385,125","65,789","41,00127755","7,000319217","41","7"
"#846568","387.28","293.976","387,28","293,976","385,125","75,187","41,00127755","8,000319217","41","8"
"#8C6B6B","387.28","303.375","387,28","303,375","385,125","84,586","41,00127755","9,000425622","41","9"
"#856665","387.28","312.773","387,28","312,773","385,125","93,984","41,00127755","10,00042562","41","10"
"#725250","387.28","322.171","387,28","322,171","385,125","103,382","41,00127755","11,00042562","41","11"
"#5F4245","387.28","331.57","387,28","331,57","385,125","112,781","41,00127755","12,00053203","41","12"
