"fill","cx","cy","cxx","cyy","cxxx","cyyy","cxxxx","cyyyy","id_x","id_y"
"#7D686F","96.087","350.367","96,087","350,367","93,932","131,578","10,00021292","14,00063843","10","14"
"#7D686F","96.087","359.765","96,087","359,765","93,932","140,976","10,00021292","15,00063843","10","15"
"#847178","96.087","369.164","96,087","369,164","93,932","150,375","10,00021292","16,00074484","10","16"
"#95808A","96.087","378.562","96,087","378,562","93,932","159,773","10,00021292","17,00074484","10","17"
"#9A8591","96.087","387.96","96,087","387,96","93,932","169,171","10,00021292","18,00074484","10","18"
"#9F848F","96.087","397.359","96,087","397,359","93,932","178,57","10,00021292","19,00085124","10","19"
"#AA8F9D","96.087","406.757","96,087","406,757","93,932","187,968","10,00021292","20,00085124","10","20"
"#AF93A2","96.087","416.156","96,087","416,156","93,932","197,367","10,00021292","21,00095765","10","21"
"#B192A1","96.087","425.554","96,087","425,554","93,932","206,765","10,00021292","22,00095765","10","22"
"#B091A1","96.087","434.952","96,087","434,952","93,932","216,163","10,00021292","23,00095765","10","23"
"#AB8797","96.087","444.351","96,087","444,351","93,932","225,562","10,00021292","24,00106406","10","24"
"#A7808D","96.087","453.749","96,087","453,749","93,932","234,96","10,00021292","25,00106406","10","25"
"#A98390","96.087","463.147","96,087","463,147","93,932","244,358","10,00021292","26,00106406","10","26"
"#A77E89","96.087","472.546","96,087","472,546","93,932","253,757","10,00021292","27,00117046","10","27"
"#A57B88","96.087","481.944","96,087","481,944","93,932","263,155","10,00021292","28,00117046","10","28"
"#A47683","96.087","491.343","96,087","491,343","93,932","272,554","10,00021292","29,00127687","10","29"
"#A06F7E","96.087","500.741","96,087","500,741","93,932","281,952","10,00021292","30,00127687","10","30"
"#A27381","96.087","510.14","96,087","510,14","93,932","291,351","10,00021292","31,00138327","10","31"
"#A37382","96.087","519.538","96,087","519,538","93,932","300,749","10,00021292","32,00138327","10","32"
"#9F707D","96.087","528.937","96,087","528,937","93,932","310,148","10,00021292","33,00148968","10","33"
"#976976","96.087","538.335","96,087","538,335","93,932","319,546","10,00021292","34,00148968","10","34"
"#966A73","96.087","547.733","96,087","547,733","93,932","328,944","10,00021292","35,00148968","10","35"
"#956E75","96.087","557.132","96,087","557,132","93,932","338,343","10,00021292","36,00159608","10","36"
"#936C73","96.087","566.53","96,087","566,53","93,932","347,741","10,00021292","37,00159608","10","37"
"#8C656B","96.087","575.929","96,087","575,929","93,932","357,14","10,00021292","38,00170249","10","38"
"#8C656B","96.087","585.327","96,087","585,327","93,932","366,538","10,00021292","39,00170249","10","39"
"#886569","96.087","594.726","96,087","594,726","93,932","375,937","10,00021292","40,0018089","10","40"
"#88666A","96.087","604.124","96,087","604,124","93,932","385,335","10,00021292","41,0018089","10","41"
"#7F5F62","96.087","613.522","96,087","613,522","93,932","394,733","10,00021292","42,0018089","10","42"
"#7E5F62","96.087","622.921","96,087","622,921","93,932","404,132","10,00021292","43,0019153","10","43"
"#7E5F62","96.087","632.319","96,087","632,319","93,932","413,53","10,00021292","44,0019153","10","44"
"#806164","96.087","641.718","96,087","641,718","93,932","422,929","10,00021292","45,00202171","10","45"
"#816366","96.087","651.116","96,087","651,116","93,932","432,327","10,00021292","46,00202171","10","46"
"#6F585B","96.087","660.515","96,087","660,515","93,932","441,726","10,00021292","47,00212811","10","47"
"#6A5456","96.087","669.913","96,087","669,913","93,932","451,124","10,00021292","48,00212811","10","48"
"#735F61","96.087","679.312","96,087","679,312","93,932","460,523","10,00021292","49,00223452","10","49"
"#634D50","96.087","688.71","96,087","688,71","93,932","469,921","10,00021292","50,00223452","10","50"
"#665052","96.087","698.108","96,087","698,108","93,932","479,319","10,00021292","51,00223452","10","51"
"#554140","96.087","707.507","96,087","707,507","93,932","488,718","10,00021292","52,00234092","10","52"
"#52403F","96.087","716.905","96,087","716,905","93,932","498,116","10,00021292","53,00234092","10","53"
"#4B3938","96.087","726.304","96,087","726,304","93,932","507,515","10,00021292","54,00244733","10","54"
"#4B3B39","96.087","735.702","96,087","735,702","93,932","516,913","10,00021292","55,00244733","10","55"
"#4C3C39","96.087","745.101","96,087","745,101","93,932","526,312","10,00021292","56,00255373","10","56"
"#40312F","96.087","754.499","96,087","754,499","93,932","535,71","10,00021292","57,00255373","10","57"
"#3B2D2B","96.087","763.897","96,087","763,897","93,932","545,108","10,00021292","58,00255373","10","58"
"#3C2E2C","96.087","773.296","96,087","773,296","93,932","554,507","10,00021292","59,00266014","10","59"
"#322829","96.087","782.694","96,087","782,694","93,932","563,905","10,00021292","60,00266014","10","60"
"#332A2A","96.087","792.093","96,087","792,093","93,932","573,304","10,00021292","61,00276655","10","61"
"#322829","96.087","801.491","96,087","801,491","93,932","582,702","10,00021292","62,00276655","10","62"
"#332929","96.087","810.89","96,087","810,89","93,932","592,101","10,00021292","63,00287295","10","63"
"#A28591","105.481","228.187","105,481","228,187","103,326","9,398","11,00031939","1","11","1"
"#A68896","105.481","237.585","105,481","237,585","103,326","18,796","11,00031939","2","11","2"
"#A78C99","105.481","246.984","105,481","246,984","103,326","28,195","11,00031939","3,000106406","11","3"
"#9F818E","105.481","256.382","105,481","256,382","103,326","37,593","11,00031939","4,000106406","11","4"
"#9D818D","105.481","265.781","105,481","265,781","103,326","46,992","11,00031939","5,000212811","11","5"
"#715560","105.481","275.179","105,481","275,179","103,326","56,39","11,00031939","6,000212811","11","6"
"#63464F","105.481","284.578","105,481","284,578","103,326","65,789","11,00031939","7,000319217","11","7"
"#8E727C","105.481","293.976","105,481","293,976","103,326","75,187","11,00031939","8,000319217","11","8"
"#9E8187","105.481","303.375","105,481","303,375","103,326","84,586","11,00031939","9,000425622","11","9"
"#9A7E84","105.481","312.773","105,481","312,773","103,326","93,984","11,00031939","10,00042562","11","10"
"#8C7177","105.481","322.171","105,481","322,171","103,326","103,382","11,00031939","11,00042562","11","11"
"#80656D","105.481","331.57","105,481","331,57","103,326","112,781","11,00031939","12,00053203","11","12"
"#75626A","105.481","340.968","105,481","340,968","103,326","122,179","11,00031939","13,00053203","11","13"
"#63515B","105.481","350.367","105,481","350,367","103,326","131,578","11,00031939","14,00063843","11","14"
"#62525C","105.481","359.765","105,481","359,765","103,326","140,976","11,00031939","15,00063843","11","15"
"#62525B","105.481","369.164","105,481","369,164","103,326","150,375","11,00031939","16,00074484","11","16"
"#84717D","105.481","378.562","105,481","378,562","103,326","159,773","11,00031939","17,00074484","11","17"
"#988490","105.481","387.96","105,481","387,96","103,326","169,171","11,00031939","18,00074484","11","18"
"#978191","105.481","397.359","105,481","397,359","103,326","178,57","11,00031939","19,00085124","11","19"
"#A48B9D","105.481","406.757","105,481","406,757","103,326","187,968","11,00031939","20,00085124","11","20"
"#A890A2","105.481","416.156","105,481","416,156","103,326","197,367","11,00031939","21,00095765","11","21"
"#AA8EA2","105.481","425.554","105,481","425,554","103,326","206,765","11,00031939","22,00095765","11","22"
"#B091A1","105.481","434.952","105,481","434,952","103,326","216,163","11,00031939","23,00095765","11","23"
"#AB899A","105.481","444.351","105,481","444,351","103,326","225,562","11,00031939","24,00106406","11","24"
"#AA8393","105.481","453.749","105,481","453,749","103,326","234,96","11,00031939","25,00106406","11","25"
"#AA828F","105.481","463.147","105,481","463,147","103,326","244,358","11,00031939","26,00106406","11","26"
"#A67484","105.481","472.546","105,481","472,546","103,326","253,757","11,00031939","27,00117046","11","27"
"#A97B8A","105.481","481.944","105,481","481,944","103,326","263,155","11,00031939","28,00117046","11","28"
"#A67685","105.481","491.343","105,481","491,343","103,326","272,554","11,00031939","29,00127687","11","29"
"#A36F81","105.481","500.741","105,481","500,741","103,326","281,952","11,00031939","30,00127687","11","30"
"#A97787","105.481","510.14","105,481","510,14","103,326","291,351","11,00031939","31,00138327","11","31"
"#9E6A7A","105.481","519.538","105,481","519,538","103,326","300,749","11,00031939","32,00138327","11","32"
"#9D6A7A","105.481","528.937","105,481","528,937","103,326","310,148","11,00031939","33,00148968","11","33"
"#966774","105.481","538.335","105,481","538,335","103,326","319,546","11,00031939","34,00148968","11","34"
"#936570","105.481","547.733","105,481","547,733","103,326","328,944","11,00031939","35,00148968","11","35"
"#986E77","105.481","557.132","105,481","557,132","103,326","338,343","11,00031939","36,00159608","11","36"
"#92656F","105.481","566.53","105,481","566,53","103,326","347,741","11,00031939","37,00159608","11","37"
"#8B636A","105.481","575.929","105,481","575,929","103,326","357,14","11,00031939","38,00170249","11","38"
"#896267","105.481","585.327","105,481","585,327","103,326","366,538","11,00031939","39,00170249","11","39"
"#835E63","105.481","594.726","105,481","594,726","103,326","375,937","11,00031939","40,0018089","11","40"
"#866267","105.481","604.124","105,481","604,124","103,326","385,335","11,00031939","41,0018089","11","41"
"#7E595E","105.481","613.522","105,481","613,522","103,326","394,733","11,00031939","42,0018089","11","42"
"#7E5A5E","105.481","622.921","105,481","622,921","103,326","404,132","11,00031939","43,0019153","11","43"
"#7E5A5E","105.481","632.319","105,481","632,319","103,326","413,53","11,00031939","44,0019153","11","44"
"#7E595E","105.481","641.718","105,481","641,718","103,326","422,929","11,00031939","45,00202171","11","45"
"#806063","105.481","651.116","105,481","651,116","103,326","432,327","11,00031939","46,00202171","11","46"
"#785C5F","105.481","660.515","105,481","660,515","103,326","441,726","11,00031939","47,00212811","11","47"
"#765B5E","105.481","669.913","105,481","669,913","103,326","451,124","11,00031939","48,00212811","11","48"
"#74595C","105.481","679.312","105,481","679,312","103,326","460,523","11,00031939","49,00223452","11","49"
"#6C5354","105.481","688.71","105,481","688,71","103,326","469,921","11,00031939","50,00223452","11","50"
"#755E5D","105.481","698.108","105,481","698,108","103,326","479,319","11,00031939","51,00223452","11","51"
"#664D4E","105.481","707.507","105,481","707,507","103,326","488,718","11,00031939","52,00234092","11","52"
"#61494A","105.481","716.905","105,481","716,905","103,326","498,116","11,00031939","53,00234092","11","53"
"#644D4D","105.481","726.304","105,481","726,304","103,326","507,515","11,00031939","54,00244733","11","54"
"#594343","105.481","735.702","105,481","735,702","103,326","516,913","11,00031939","55,00244733","11","55"
"#5A4645","105.481","745.101","105,481","745,101","103,326","526,312","11,00031939","56,00255373","11","56"
"#483433","105.481","754.499","105,481","754,499","103,326","535,71","11,00031939","57,00255373","11","57"
"#3F2D2D","105.481","763.897","105,481","763,897","103,326","545,108","11,00031939","58,00255373","11","58"
"#403030","105.481","773.296","105,481","773,296","103,326","554,507","11,00031939","59,00266014","11","59"
"#2C1E1F","105.481","782.694","105,481","782,694","103,326","563,905","11,00031939","60,00266014","11","60"
"#382C2D","105.481","792.093","105,481","792,093","103,326","573,304","11,00031939","61,00276655","11","61"
"#2E2022","105.481","801.491","105,481","801,491","103,326","582,702","11,00031939","62,00276655","11","62"
"#2D1F21","105.481","810.89","105,481","810,89","103,326","592,101","11,00031939","63,00287295","11","63"
"#A88B9A","114.874","228.187","114,874","228,187","112,719","9,398","12,00031939","1","12","1"
"#B092A0","114.874","237.585","114,874","237,585","112,719","18,796","12,00031939","2","12","2"
"#9B828E","114.874","246.984","114,874","246,984","112,719","28,195","12,00031939","3,000106406","12","3"
"#987F8A","114.874","256.382","114,874","256,382","112,719","37,593","12,00031939","4,000106406","12","4"
"#7B606B","114.874","265.781","114,874","265,781","112,719","46,992","12,00031939","5,000212811","12","5"
"#5B414B","114.874","275.179","114,874","275,179","112,719","56,39","12,00031939","6,000212811","12","6"
"#715760","114.874","284.578","114,874","284,578","112,719","65,789","12,00031939","7,000319217","12","7"
"#A28890","114.874","293.976","114,874","293,976","112,719","75,187","12,00031939","8,000319217","12","8"
"#A4878E","114.874","303.375","114,874","303,375","112,719","84,586","12,00031939","9,000425622","12","9"
"#977B81","114.874","312.773","114,874","312,773","112,719","93,984","12,00031939","10,00042562","12","10"
"#886C72","114.874","322.171","114,874","322,171","112,719","103,382","12,00031939","11,00042562","12","11"
"#6C5259","114.874","331.57","114,874","331,57","112,719","112,781","12,00031939","12,00053203","12","12"
"#5F4C54","114.874","340.968","114,874","340,968","112,719","122,179","12,00031939","13,00053203","12","13"
"#493B44","114.874","350.367","114,874","350,367","112,719","131,578","12,00031939","14,00063843","12","14"
"#3E323C","114.874","359.765","114,874","359,765","112,719","140,976","12,00031939","15,00063843","12","15"
"#4E424B","114.874","369.164","114,874","369,164","112,719","150,375","12,00031939","16,00074484","12","16"
"#6F5F6C","114.874","378.562","114,874","378,562","112,719","159,773","12,00031939","17,00074484","12","17"
"#897888","114.874","387.96","114,874","387,96","112,719","169,171","12,00031939","18,00074484","12","18"
"#8C7C8B","114.874","397.359","114,874","397,359","112,719","178,57","12,00031939","19,00085124","12","19"
"#A38B9C","114.874","406.757","114,874","406,757","112,719","187,968","12,00031939","20,00085124","12","20"
"#AA91A3","114.874","416.156","114,874","416,156","112,719","197,367","12,00031939","21,00095765","12","21"
"#AA8FA2","114.874","425.554","114,874","425,554","112,719","206,765","12,00031939","22,00095765","12","22"
"#B292A4","114.874","434.952","114,874","434,952","112,719","216,163","12,00031939","23,00095765","12","23"
"#B28FA2","114.874","444.351","114,874","444,351","112,719","225,562","12,00031939","24,00106406","12","24"
"#B0889B","114.874","453.749","114,874","453,749","112,719","234,96","12,00031939","25,00106406","12","25"
"#B18899","114.874","463.147","114,874","463,147","112,719","244,358","12,00031939","26,00106406","12","26"
"#AB7E8E","114.874","472.546","114,874","472,546","112,719","253,757","12,00031939","27,00117046","12","27"
"#AB7A8C","114.874","481.944","114,874","481,944","112,719","263,155","12,00031939","28,00117046","12","28"
"#A77788","114.874","491.343","114,874","491,343","112,719","272,554","12,00031939","29,00127687","12","29"
"#A9798A","114.874","500.741","114,874","500,741","112,719","281,952","12,00031939","30,00127687","12","30"
"#A87788","114.874","510.14","114,874","510,14","112,719","291,351","12,00031939","31,00138327","12","31"
"#A27080","114.874","519.538","114,874","519,538","112,719","300,749","12,00031939","32,00138327","12","32"
"#A47483","114.874","528.937","114,874","528,937","112,719","310,148","12,00031939","33,00148968","12","33"
"#9C6D7A","114.874","538.335","114,874","538,335","112,719","319,546","12,00031939","34,00148968","12","34"
"#996B78","114.874","547.733","114,874","547,733","112,719","328,944","12,00031939","35,00148968","12","35"
"#996D77","114.874","557.132","114,874","557,132","112,719","338,343","12,00031939","36,00159608","12","36"
"#936670","114.874","566.53","114,874","566,53","112,719","347,741","12,00031939","37,00159608","12","37"
"#8D656C","114.874","575.929","114,874","575,929","112,719","357,14","12,00031939","38,00170249","12","38"
"#8B6469","114.874","585.327","114,874","585,327","112,719","366,538","12,00031939","39,00170249","12","39"
"#8B6469","114.874","594.726","114,874","594,726","112,719","375,937","12,00031939","40,0018089","12","40"
"#886569","114.874","604.124","114,874","604,124","112,719","385,335","12,00031939","41,0018089","12","41"
"#825C61","114.874","613.522","114,874","613,522","112,719","394,733","12,00031939","42,0018089","12","42"
"#825D61","114.874","622.921","114,874","622,921","112,719","404,132","12,00031939","43,0019153","12","43"
"#825C61","114.874","632.319","114,874","632,319","112,719","413,53","12,00031939","44,0019153","12","44"
"#825C61","114.874","641.718","114,874","641,718","112,719","422,929","12,00031939","45,00202171","12","45"
"#866266","114.874","651.116","114,874","651,116","112,719","432,327","12,00031939","46,00202171","12","46"
"#7B5E61","114.874","660.515","114,874","660,515","112,719","441,726","12,00031939","47,00212811","12","47"
"#795C60","114.874","669.913","114,874","669,913","112,719","451,124","12,00031939","48,00212811","12","48"
"#82676A","114.874","679.312","114,874","679,312","112,719","460,523","12,00031939","49,00223452","12","49"
"#795C5E","114.874","688.71","114,874","688,71","112,719","469,921","12,00031939","50,00223452","12","50"
"#7C6163","114.874","698.108","114,874","698,108","112,719","479,319","12,00031939","51,00223452","12","51"
"#765A5C","114.874","707.507","114,874","707,507","112,719","488,718","12,00031939","52,00234092","12","52"
"#6F5355","114.874","716.905","114,874","716,905","112,719","498,116","12,00031939","53,00234092","12","53"
"#715758","114.874","726.304","114,874","726,304","112,719","507,515","12,00031939","54,00244733","12","54"
"#684F4E","114.874","735.702","114,874","735,702","112,719","516,913","12,00031939","55,00244733","12","55"
"#654E4F","114.874","745.101","114,874","745,101","112,719","526,312","12,00031939","56,00255373","12","56"
"#5C4645","114.874","754.499","114,874","754,499","112,719","535,71","12,00031939","57,00255373","12","57"
"#523E3D","114.874","763.897","114,874","763,897","112,719","545,108","12,00031939","58,00255373","12","58"
"#4C3A39","114.874","773.296","114,874","773,296","112,719","554,507","12,00031939","59,00266014","12","59"
"#3C2C2C","114.874","782.694","114,874","782,694","112,719","563,905","12,00031939","60,00266014","12","60"
"#362A2B","114.874","792.093","114,874","792,093","112,719","573,304","12,00031939","61,00276655","12","61"
"#2D2021","114.874","801.491","114,874","801,491","112,719","582,702","12,00031939","62,00276655","12","62"
"#312425","114.874","810.89","114,874","810,89","112,719","592,101","12,00031939","63,00287295","12","63"
"#AA8C9A","124.268","228.187","124,268","228,187","122,113","9,398","13,00042585","1","13","1"
"#AE909F","124.268","237.585","124,268","237,585","122,113","18,796","13,00042585","2","13","2"
"#B196A4","124.268","246.984","124,268","246,984","122,113","28,195","13,00042585","3,000106406","13","3"
"#957B87","124.268","256.382","124,268","256,382","122,113","37,593","13,00042585","4,000106406","13","4"
"#765B66","124.268","265.781","124,268","265,781","122,113","46,992","13,00042585","5,000212811","13","5"
"#5D434E","124.268","275.179","124,268","275,179","122,113","56,39","13,00042585","6,000212811","13","6"
"#785E66","124.268","284.578","124,268","284,578","122,113","65,789","13,00042585","7,000319217","13","7"
"#A28890","124.268","293.976","124,268","293,976","122,113","75,187","13,00042585","8,000319217","13","8"
"#A4878E","124.268","303.375","124,268","303,375","122,113","84,586","13,00042585","9,000425622","13","9"
"#977A81","124.268","312.773","124,268","312,773","122,113","93,984","13,00042585","10,00042562","13","10"
"#876A70","124.268","322.171","124,268","322,171","122,113","103,382","13,00042585","11,00042562","13","11"
"#6A5158","124.268","331.57","124,268","331,57","122,113","112,781","13,00042585","12,00053203","13","12"
"#5C4A52","124.268","340.968","124,268","340,968","122,113","122,179","13,00042585","13,00053203","13","13"
"#473841","124.268","350.367","124,268","350,367","122,113","131,578","13,00042585","14,00063843","13","14"
"#3F333D","124.268","359.765","124,268","359,765","122,113","140,976","13,00042585","15,00063843","13","15"
"#50454D","124.268","369.164","124,268","369,164","122,113","150,375","13,00042585","16,00074484","13","16"
"#6D5E6A","124.268","378.562","124,268","378,562","122,113","159,773","13,00042585","17,00074484","13","17"
"#877687","124.268","387.96","124,268","387,96","122,113","169,171","13,00042585","18,00074484","13","18"
"#877587","124.268","397.359","124,268","397,359","122,113","178,57","13,00042585","19,00085124","13","19"
"#A48C9D","124.268","406.757","124,268","406,757","122,113","187,968","13,00042585","20,00085124","13","20"
"#AA91A3","124.268","416.156","124,268","416,156","122,113","197,367","13,00042585","21,00095765","13","21"
"#AA8FA2","124.268","425.554","124,268","425,554","122,113","206,765","13,00042585","22,00095765","13","22"
"#B292A5","124.268","434.952","124,268","434,952","122,113","216,163","13,00042585","23,00095765","13","23"
"#B28FA2","124.268","444.351","124,268","444,351","122,113","225,562","13,00042585","24,00106406","13","24"
"#B1889C","124.268","453.749","124,268","453,749","122,113","234,96","13,00042585","25,00106406","13","25"
"#B1889A","124.268","463.147","124,268","463,147","122,113","244,358","13,00042585","26,00106406","13","26"
"#AD8291","124.268","472.546","124,268","472,546","122,113","253,757","13,00042585","27,00117046","13","27"
"#AB7C8D","124.268","481.944","124,268","481,944","122,113","263,155","13,00042585","28,00117046","13","28"
"#A97788","124.268","491.343","124,268","491,343","122,113","272,554","13,00042585","29,00127687","13","29"
"#A97889","124.268","500.741","124,268","500,741","122,113","281,952","13,00042585","30,00127687","13","30"
"#A97889","124.268","510.14","124,268","510,14","122,113","291,351","13,00042585","31,00138327","13","31"
"#A47284","124.268","519.538","124,268","519,538","122,113","300,749","13,00042585","32,00138327","13","32"
"#A47483","124.268","528.937","124,268","528,937","122,113","310,148","13,00042585","33,00148968","13","33"
"#9D6E7C","124.268","538.335","124,268","538,335","122,113","319,546","13,00042585","34,00148968","13","34"
"#986976","124.268","547.733","124,268","547,733","122,113","328,944","13,00042585","35,00148968","13","35"
"#996D77","124.268","557.132","124,268","557,132","122,113","338,343","13,00042585","36,00159608","13","36"
"#956974","124.268","566.53","124,268","566,53","122,113","347,741","13,00042585","37,00159608","13","37"
"#8E646C","124.268","575.929","124,268","575,929","122,113","357,14","13,00042585","38,00170249","13","38"
"#8C646A","124.268","585.327","124,268","585,327","122,113","366,538","13,00042585","39,00170249","13","39"
"#8C646A","124.268","594.726","124,268","594,726","122,113","375,937","13,00042585","40,0018089","13","40"
"#886569","124.268","604.124","124,268","604,124","122,113","385,335","13,00042585","41,0018089","13","41"
"#825C61","124.268","613.522","124,268","613,522","122,113","394,733","13,00042585","42,0018089","13","42"
"#825C61","124.268","622.921","124,268","622,921","122,113","404,132","13,00042585","43,0019153","13","43"
"#825C61","124.268","632.319","124,268","632,319","122,113","413,53","13,00042585","44,0019153","13","44"
"#835D62","124.268","641.718","124,268","641,718","122,113","422,929","13,00042585","45,00202171","13","45"
"#866266","124.268","651.116","124,268","651,116","122,113","432,327","13,00042585","46,00202171","13","46"
"#795C60","124.268","660.515","124,268","660,515","122,113","441,726","13,00042585","47,00212811","13","47"
"#7A5D60","124.268","669.913","124,268","669,913","122,113","451,124","13,00042585","48,00212811","13","48"
"#7B5E61","124.268","679.312","124,268","679,312","122,113","460,523","13,00042585","49,00223452","13","49"
"#7A5D5F","124.268","688.71","124,268","688,71","122,113","469,921","13,00042585","50,00223452","13","50"
"#7D6163","124.268","698.108","124,268","698,108","122,113","479,319","13,00042585","51,00223452","13","51"
"#725658","124.268","707.507","124,268","707,507","122,113","488,718","13,00042585","52,00234092","13","52"
"#6F5355","124.268","716.905","124,268","716,905","122,113","498,116","13,00042585","53,00234092","13","53"
"#725858","124.268","726.304","124,268","726,304","122,113","507,515","13,00042585","54,00244733","13","54"
"#6C5353","124.268","735.702","124,268","735,702","122,113","516,913","13,00042585","55,00244733","13","55"
"#654D4E","124.268","745.101","124,268","745,101","122,113","526,312","13,00042585","56,00255373","13","56"
"#5A4444","124.268","754.499","124,268","754,499","122,113","535,71","13,00042585","57,00255373","13","57"
"#513D3B","124.268","763.897","124,268","763,897","122,113","545,108","13,00042585","58,00255373","13","58"
"#4E3C3D","124.268","773.296","124,268","773,296","122,113","554,507","13,00042585","59,00266014","13","59"
"#403131","124.268","782.694","124,268","782,694","122,113","563,905","13,00042585","60,00266014","13","60"
"#382C2D","124.268","792.093","124,268","792,093","122,113","573,304","13,00042585","61,00276655","13","61"
"#342627","124.268","801.491","124,268","801,491","122,113","582,702","13,00042585","62,00276655","13","62"
"#322627","124.268","810.89","124,268","810,89","122,113","592,101","13,00042585","63,00287295","13","63"
"#B498A3","133.661","228.187","133,661","228,187","131,506","9,398","14,00042585","1","14","1"
"#AA8F9C","133.661","237.585","133,661","237,585","131,506","18,796","14,00042585","2","14","2"
"#A8919E","133.661","246.984","133,661","246,984","131,506","28,195","14,00042585","3,000106406","14","3"
"#7F6774","133.661","256.382","133,661","256,382","131,506","37,593","14,00042585","4,000106406","14","4"
"#563E48","133.661","265.781","133,661","265,781","131,506","46,992","14,00042585","5,000212811","14","5"
"#6F5761","133.661","275.179","133,661","275,179","131,506","56,39","14,00042585","6,000212811","14","6"
"#967D86","133.661","284.578","133,661","284,578","131,506","65,789","14,00042585","7,000319217","14","7"
"#A89097","133.661","293.976","133,661","293,976","131,506","75,187","14,00042585","8,000319217","14","8"
"#9A7D86","133.661","303.375","133,661","303,375","131,506","84,586","14,00042585","9,000425622","14","9"
"#987D83","133.661","312.773","133,661","312,773","131,506","93,984","14,00042585","10,00042562","14","10"
"#785D62","133.661","322.171","133,661","322,171","131,506","103,382","14,00042585","11,00042562","14","11"
"#4F3A41","133.661","331.57","133,661","331,57","131,506","112,781","14,00042585","12,00053203","14","12"
"#473841","133.661","340.968","133,661","340,968","131,506","122,179","14,00042585","13,00053203","14","13"
"#3B303B","133.661","350.367","133,661","350,367","131,506","131,578","14,00042585","14,00063843","14","14"
"#4F4450","133.661","359.765","133,661","359,765","131,506","140,976","14,00042585","15,00063843","14","15"
"#524450","133.661","369.164","133,661","369,164","131,506","150,375","14,00042585","16,00074484","14","16"
"#605361","133.661","378.562","133,661","378,562","131,506","159,773","14,00042585","17,00074484","14","17"
"#756777","133.661","387.96","133,661","387,96","131,506","169,171","14,00042585","18,00074484","14","18"
"#726173","133.661","397.359","133,661","397,359","131,506","178,57","14,00042585","19,00085124","14","19"
"#988496","133.661","406.757","133,661","406,757","131,506","187,968","14,00042585","20,00085124","14","20"
"#A18B9F","133.661","416.156","133,661","416,156","131,506","197,367","14,00042585","21,00095765","14","21"
"#A48A9F","133.661","425.554","133,661","425,554","131,506","206,765","14,00042585","22,00095765","14","22"
"#B194AA","133.661","434.952","133,661","434,952","131,506","216,163","14,00042585","23,00095765","14","23"
"#B894A8","133.661","444.351","133,661","444,351","131,506","225,562","14,00042585","24,00106406","14","24"
"#B894A8","133.661","453.749","133,661","453,749","131,506","234,96","14,00042585","25,00106406","14","25"
"#B990A6","133.661","463.147","133,661","463,147","131,506","244,358","14,00042585","26,00106406","14","26"
"#B38499","133.661","472.546","133,661","472,546","131,506","253,757","14,00042585","27,00117046","14","27"
"#B28296","133.661","481.944","133,661","481,944","131,506","263,155","14,00042585","28,00117046","14","28"
"#AC7A8F","133.661","491.343","133,661","491,343","131,506","272,554","14,00042585","29,00127687","14","29"
"#AC7A8F","133.661","500.741","133,661","500,741","131,506","281,952","14,00042585","30,00127687","14","30"
"#AC7D91","133.661","510.14","133,661","510,14","131,506","291,351","14,00042585","31,00138327","14","31"
"#A67587","133.661","519.538","133,661","519,538","131,506","300,749","14,00042585","32,00138327","14","32"
"#A87789","133.661","528.937","133,661","528,937","131,506","310,148","14,00042585","33,00148968","14","33"
"#A27281","133.661","538.335","133,661","538,335","131,506","319,546","14,00042585","34,00148968","14","34"
"#9F717E","133.661","547.733","133,661","547,733","131,506","328,944","14,00042585","35,00148968","14","35"
"#9C707C","133.661","557.132","133,661","557,132","131,506","338,343","14,00042585","36,00159608","14","36"
"#976976","133.661","566.53","133,661","566,53","131,506","347,741","14,00042585","37,00159608","14","37"
"#936871","133.661","575.929","133,661","575,929","131,506","357,14","14,00042585","38,00170249","14","38"
"#8F666C","133.661","585.327","133,661","585,327","131,506","366,538","14,00042585","39,00170249","14","39"
"#8E656C","133.661","594.726","133,661","594,726","131,506","375,937","14,00042585","40,0018089","14","40"
"#916D71","133.661","604.124","133,661","604,124","131,506","385,335","14,00042585","41,0018089","14","41"
"#875F63","133.661","613.522","133,661","613,522","131,506","394,733","14,00042585","42,0018089","14","42"
"#875F63","133.661","622.921","133,661","622,921","131,506","404,132","14,00042585","43,0019153","14","43"
"#875F63","133.661","632.319","133,661","632,319","131,506","413,53","14,00042585","44,0019153","14","44"
"#855E62","133.661","641.718","133,661","641,718","131,506","422,929","14,00042585","45,00202171","14","45"
"#8B6569","133.661","651.116","133,661","651,116","131,506","432,327","14,00042585","46,00202171","14","46"
"#7B5C60","133.661","660.515","133,661","660,515","131,506","441,726","14,00042585","47,00212811","14","47"
"#806364","133.661","669.913","133,661","669,913","131,506","451,124","14,00042585","48,00212811","14","48"
"#7F6163","133.661","679.312","133,661","679,312","131,506","460,523","14,00042585","49,00223452","14","49"
"#7F6163","133.661","688.71","133,661","688,71","131,506","469,921","14,00042585","50,00223452","14","50"
"#846769","133.661","698.108","133,661","698,108","131,506","479,319","14,00042585","51,00223452","14","51"
"#795B5B","133.661","707.507","133,661","707,507","131,506","488,718","14,00042585","52,00234092","14","52"
"#7A5C5D","133.661","716.905","133,661","716,905","131,506","498,116","14,00042585","53,00234092","14","53"
"#74595A","133.661","726.304","133,661","726,304","131,506","507,515","14,00042585","54,00244733","14","54"
