"Ville","pop","cX","cY"
"2240378","279","3.0268756165","50.5816535123"
"2241433","47","2.8508781347","50.5816499551"
"2241267","8","2.8792746908","50.58161097"
"2241772","10","2.7912736573","50.581529708"
"2239597","26","3.1744740136","50.5815049827"
"2240377","20","3.0240627367","50.581482544"
"2241432","38","2.8480657833","50.5814746578"
"2240231","67","3.0524579984","50.5814005355"
"2240908","6","2.9332524387","50.5813393183"
"2239596","51","3.1716606893","50.5813376137"
"2240736","7","2.9616483065","50.5812797347"
"2240230","68","3.049645041","50.5812301648"
"2239595","9","3.1688473839","50.5811701806"
"2241266","5","2.8708374827","50.5810869661"
"2240229","128.5","3.0468320684","50.5810597479"
"2241265","45","2.868025072","50.5809121401"
"2240228","37.5","3.0440191598","50.5808892979"
"2241264","25","2.865212681","50.5807372501"
"2240227","12","3.0412062414","50.5807187172"
"2239422","26","3.1916144745","50.5807186365"
"2241263","67","2.8624003424","50.5805623031"
"2239421","57.5","3.1888011379","50.5805517028"
"2240226","49","3.0383933705","50.5805480941"
"2240907","19","2.9191896044","50.5804722929"
"2239766","3","3.126387398","50.58043928"
"2241262","135","2.8595880658","50.5803872699"
"2239420","42","3.1859878201","50.580384705"
"2240225","45","3.0355804858","50.5803773998"
"2241077","24","2.8879837932","50.5803461397"
"2241431","4","2.8283798069","50.5802456083"
"2239419","87","3.1831745204","50.5802175982"
"2241261","88","2.8567757667","50.5802121947"
"2240224","136","3.0327676204","50.5802066412"
"2240735","4","2.9419599675","50.5800703317"
"2239418","9","3.1803612401","50.580050472"
"2241260","94","2.8539634543","50.5800370481"
"2240223","102","3.029954807","50.5800358257"
"2239931","5","3.0895561941","50.5800312526"
"2240734","15","2.9391473451","50.5798972577"
"2239417","2","3.1775479787","50.5798832818"
"2240222","37","3.027141984","50.5798648794"
"2241259","88","2.8511511945","50.5798618447"
"2240069","56","3.0555362041","50.5797821214"
"2240733","4","2.9363348475","50.5797241461"
"2240221","3","3.0243291715","50.5796939431"
"2241258","19","2.8483389586","50.5796865176"
"2241076","3","2.8767343376","50.5796481472"
"2240068","100.5","3.0527233864","50.579611841"
"2239765","54","3.1123220775","50.5795958879"
"2240732","41","2.9335223694","50.5795509704"
"2239930","37","3.0811172627","50.5795227119"
"2240067","230","3.0499104944","50.5794414939"
"2239764","98","3.1095089975","50.5794270127"
"2240731","3","2.9307098383","50.5793777111"
"2239929","107.5","3.0783043128","50.5793530639"
"2240066","135.5","3.0470976333","50.5792711066"
"2240376","13","2.9874990888","50.5792528071"
"2239928","24","3.0754914168","50.5791833785"
"2240220","3","3.0158909326","50.5791806154"
"2239594","3","3.1350891241","50.5791555992"
"2240375","51","2.98468645","50.579080863"
"2240219","80","3.0130782057","50.5790093485"
"2241075","3","2.8654851908","50.5789490986"
"2240065","3","3.0414720496","50.5789300734"
"2239246","8","3.1918745794","50.5789295981"
"2240374","42","2.9818738306","50.5789088547"
"2240218","11","3.0102655007","50.5788380705"
"2241074","126.5","2.8626729941","50.5787741353"
"2239245","75","3.1890613425","50.57876267"
"2241073","83.5","2.8598607747","50.5785991299"
"2239244","95.5","3.1862481244","50.5785956777"
"2240064","44","3.0358464821","50.5785887881"
"2240906","1","2.8882554051","50.5785579134"
"2241257","12","2.8286537381","50.5784575294"
"2239243","17","3.1834349244","50.5784285764"
"2241072","59.5","2.8570485422","50.5784240533"
"2240063","73.5","3.0330337209","50.5784180206"
"2240543","4","2.9422295454","50.5782819347"
"2241256","5","2.8258416225","50.5782816969"
"2239242","16","3.1806217438","50.5782614558"
"2241071","32.5","2.8542363623","50.5782489198"
"2239927","115","3.0586142694","50.5781636026"
"2240542","43","2.9394170574","50.5781088933"
"2239241","4","3.1778085821","50.578094271"
"2241070","152","2.8514242442","50.5780737"
"2239926","194","3.0558014505","50.5779934134"
"2240541","27","2.9366046246","50.5779357606"
"2241255","2","2.8202175535","50.5779298015"
"2239763","2","3.0841943647","50.5779035388"
"2241069","34","2.8486121032","50.5778983934"
"2239925","164.5","3.0529887212","50.5778231596"
"2240217","1","2.9933920529","50.5778079524"
"2240540","41","2.933792246","50.5777625906"
"2239762","80","3.0813815303","50.5777339873"
"2239924","156","3.0501759735","50.5776528491"
"2240216","78","2.9905794521","50.5776361393"
"2239761","147","3.0785686846","50.5775643303"
"2240062","61.5","3.0189703148","50.5775632184"
"2239923","34","3.0473632167","50.5774824528"
"2239593","4","3.1069591988","50.5774692315"
"2240215","114","2.9877669053","50.5774642888"
"2239760","105","3.0757558908","50.5773946162"
"2240061","101","3.0161576683","50.5773920212"
"2239090","6","3.194947752","50.5773074586"
"2240214","182","2.984954378","50.5772923742"
"2239759","76","3.0729431182","50.5772248577"
"2240060","174.5","3.0133450436","50.5772208131"
"2240213","69","2.982141835","50.5771203687"
"2240539","6","2.92254282","50.5770691532"
"2239758","6","3.0701302876","50.5770550303"
"2240059","25","3.010532446","50.5770495367"
"2239089","9","3.1893214799","50.5769736607"
"2240905","162.5","2.8601334313","50.5768109779"
"2239088","2","3.1865084101","50.5768066454"
"2241068","31","2.8289276496","50.5766694455"
"2240373","23","2.9453114315","50.5766665005"
"2239087","5","3.1836953217","50.5766395736"
"2240904","102","2.8573213312","50.5766359142"
"2239922","4","3.0332998307","50.5766294168"
"2241067","12","2.8261156336","50.5764936188"
"2240372","97","2.9424990664","50.5764935403"
"2239086","3","3.1808822177","50.5764724556"
"2240903","86.5","2.854509293","50.5764607643"
"2239757","143","3.0588793978","50.5763749289"
"2240058","10","2.9992839028","50.5763631028"
"2240371","73","2.9396867156","50.5763204971"
"2241066","19","2.8233036372","50.5763177279"
"2239085","8","3.1780691668","50.5763052554"
"2240902","106","2.8516972322","50.5762855724"
"2239756","199","3.0560666785","50.5762047453"
"2240370","69","2.9368744171","50.576147397"
"2239921","20","3.024862017","50.5761167451"
"2240901","3","2.8488851907","50.5761102716"
"2239755","138","3.0532540489","50.5760344971"
"2240057","31","2.9936596399","50.5760194387"
"2240369","96.5","2.9340621033","50.5759742059"
"2239920","58","3.0220494651","50.5759457338"
"2239592","138","3.0816457861","50.5759452088"
"2239754","97","3.0504414383","50.5758641848"
"2238939","1","3.2008328409","50.5758524191"
"2240056","159","2.9908471735","50.5758476581"
"2240368","35","2.9312498437","50.5758009775"
"2239591","208","3.078833075","50.5757755842"
"2239919","78","3.0192369319","50.5757746136"
"2240212","2","2.9596424151","50.5757418908"
"2239753","40","3.0476287646","50.5756937848"
"2238938","19/05/17","3.1980206871","50.5756852017"
"2240055","109","2.9880346915","50.5756757865"
"2239590","157","3.0760203433","50.5756058833"
"2239918","43","3.0164243875","50.5756034752"
"2239589","143.5","3.0732076308","50.5754361182"
"2239917","63","3.0136118703","50.5754322686"
"2240211","33","2.9540177422","50.5753965774"
"2239416","40","3.1015979224","50.5753421076"
"2239588","75.5","3.0703949769","50.5752663011"
"2239916","34","3.0107994066","50.5752609798"
"2238937","2","3.1895815934","50.5751846278"
"2240210","10","2.9483931141","50.5750510004"
"2240538","6","2.8887986214","50.5749814373"
"2240730","48","2.8575941053","50.5748477555"
"2240209","130","2.9427686077","50.5747051532"
"2238936","3","3.1811426961","50.5746834533"
"2240729","95","2.8547821619","50.574672626"
"2239587","42","3.0591444697","50.5745862577"
"2239915","127","2.9995508041","50.5745746773"
"2240208","208","2.9399563663","50.5745321199"
"2240900","42","2.8235777282","50.5745296507"
"2239752","4","3.0279409202","50.5744990726"
"2240728","17","2.8519702007","50.5744974399"
"2239586","139.5","3.0563318876","50.5744160722"
"2239914","107","2.9967396164","50.574402589"
"2240207","22","2.9371441443","50.5743590225"
"2240899","1","2.8207659","50.5743536732"
"2239751","44","3.0251284158","50.574328124"
"2240727","5","2.8491583009","50.5743221228"
"2239585","156.5","3.0535193576","50.5742458297"
"2239913","76","2.993927219","50.5742308992"
"2240206","7","2.9343319761","50.574185843"
"2239750","11","3.0223159589","50.574157133"
"2239415","29","3.0819100205","50.5741564598"
"2239584","71","3.0507068466","50.574075523"
"2238792","15","3.2010925205","50.5740633499"
"2239912","103","2.9911148409","50.5740591452"
"2239414","122.5","3.0790973694","50.5739868286"
"2239749","49.5","3.0195035206","50.573986033"
"2239084","1","3.1386884468","50.5739571881"
"2240537","26","2.8719264766","50.5739341656"
"2239583","111","3.0478942838","50.5739051077"
"2239911","151","2.9883024816","50.5738872822"
"2240205","3","2.9287076295","50.5738393277"
"2239413","117.5","3.0762847769","50.5738171454"
"2239748","41","3.0166911068","50.5738148992"
"2240536","47.5","2.8691144645","50.5737594076"
"2239910","117","2.9854901415","50.5737153551"
"2239412","50.5","3.0734722015","50.5736473784"
"2240054","116.5","2.9542868101","50.5736081524"
"2240535","38","2.8663025424","50.5735845853"
"2238791","9","3.192654605","50.5735625069"
"2239909","9","2.982677903","50.5735433874"
"2239411","17/05/17","3.0706596452","50.5734775472"
"2240053","84","2.9514745977","50.5734354199"
"2238790","6","3.1898417047","50.5733955877"
"2240052","187","2.9486624139","50.573262594"
"2240534","1","2.8606787188","50.5732346659"
"2240367","3","2.8890701798","50.5731931815"
"2239410","2","3.0650345655","50.5731376988"
"2240051","61","2.9458502403","50.5730897332"
"2240366","1","2.886258204","50.5730188492"
"2239409","26","3.062222029","50.5729676828"
"2240726","23","2.826663527","50.5729174928"
"2240050","113.5","2.9430381166","50.5729167623"
"2238789","2","3.1814031064","50.5728944299"
"2240533","19","2.8550549785","50.5728844755"
"2239408","198.5","3.0594095274","50.572797567"
"2239747","3","2.9998181439","50.5727861382"
"2240049","48","2.9402259977","50.5727437377"
"2240725","30","2.8238517738","50.5727415998"
"2240532","9","2.8522431543","50.5727092878"
"2239407","114.5","3.0565970778","50.5726273942"
"2239746","45.5","2.9970070445","50.5726140766"
"2240048","127.5","2.9374138983","50.572570649"
"2239406","165.5","3.0537846473","50.5724571573"
"2239745","37","2.9941947302","50.5724423831"
"2240047","158","2.9346017954","50.5723974932"
"2239405","23","3.050972236","50.5722868563"
"2239744","15","2.9913825005","50.5722706063"
"2238788","3","3.1701518044","50.572225275"
"2240046","31","2.9317897119","50.5722242733"
"2240724","2","2.8154166291","50.5722135083"
"2240365","16","2.8721986391","50.5721459829"
"2239404","58","3.0481597727","50.5721164467"
"2239743","33","2.9885702525","50.5720987729"
"2240045","10","2.9289776821","50.5720509713"
"2239908","2","2.9573679818","50.5719924143"
"2240364","116","2.8693867641","50.5719712233"
"2240204","23/05/17","2.897777391","50.5719276088"
"2239742","149","2.985757989","50.5719268485"
"2240723","26","2.8097932608","50.5718610997"
"2239907","70","2.9545558495","50.5718197516"
"2240363","91","2.8665749415","50.5717964067"
"2238645","7","3.1929145697","50.5717734347"
"2239741","127","2.98294585","50.5717548865"
"2239240","4","3.0709242592","50.5716888157"
"2239906","96.5","2.9517437459","50.5716469956"
"2240362","22","2.8637631381","50.5716214811"
"2238644","3","3.1901017645","50.5716065357"
"2239740","25","2.9801336482","50.5715828368"
"2240203","4","2.8921535729","50.57157925"
"2239905","269","2.9489316524","50.5714742046"
"2239239","4","3.0652993438","50.5713489517"
"2239904","219","2.9461196205","50.5713013275"
"2240531","9","2.8269374089","50.5711294"
"2239903","12","2.9433076193","50.5711283652"
"2238643","9","3.1816634817","50.5711054036"
"2239238","29","3.0596745989","50.5710088785"
"2239902","111.5","2.9404955724","50.570955358"
"2239237","142","3.056862249","50.5708387113"
"2239582","1","2.9972744488","50.5708255738"
"2239901","107","2.9376835541","50.5707822575"
"2239739","37","2.966073032","50.5707215885"
"2239236","137.5","3.0540499181","50.57066848"
"2239900","138.5","2.9348715691","50.570609125"
"2238642","2","3.1732253396","50.5706036611"
"2240361","1","2.8468926718","50.5705705609"
"2238641","22","3.1704126322","50.5704362612"
"2239899","167","2.9320596457","50.5704359063"
"2240530","7","2.8156909582","50.5704254553"
"2239581","10","2.9888379812","50.5703102558"
"2238640","9","3.1675999811","50.5702687895"
"2239898","81","2.9292476694","50.5702626041"
"2239738","36","2.9576369023","50.5702040029"
"2240202","8","2.8696590442","50.570183034"
"2240044","139","2.8980485815","50.5701393718"
"2239580","56","2.9860258521","50.5701383639"
"2239897","5","2.9264357586","50.5700892437"
"2239083","4","3.0740012001","50.57006992"
"2239737","168","2.9548248789","50.5700313167"
"2240201","30","2.8668473211","50.5700082232"
"2239579","69","2.9832137779","50.5699663807"
"2240043","145","2.8952367554","50.5699652141"
"2239736","232","2.9520128655","50.5698585956"
"2239578","44","2.9804017316","50.5697943468"
"2240042","78.5","2.8924249737","50.5697910036"
"2239735","171.5","2.9492009138","50.5696857882"
"2239734","335","2.9463889815","50.5695129168"
"2240360","2","2.8272113159","50.5693413334"
"2239733","80","2.9435770264","50.5693400033"
"2238492","4","3.1819238437","50.5693163913"
"2239577","42.5","2.9719655882","50.5692778268"
"2239082","88","3.0599396187","50.5692201779"
"2239403","20","3.0003527155","50.5692090538"
"2239732","194","2.9407651211","50.5691669797"
"2239081","199","3.0571273308","50.5690500239"
"2239402","34.5","2.9975418334","50.5690370212"
"2239731","89","2.937953232","50.5689938815"
"2239576","20","2.9663416065","50.5689331333"
"2239080","62","3.0543150995","50.5688797982"
"2239730","152.5","2.9351413281","50.5688207372"
"2238491","23","3.1734860117","50.5688146444"
"2239575","13","2.9635296414","50.5687606878"
"2239729","185","2.9323295141","50.5686475284"
"2238490","85.5","3.1706734533","50.5686472663"
"2238489","113","3.1678608533","50.5684798287"
"2239728","137.5","2.9295176834","50.5684742379"
"2240359","9","2.8131537911","50.5684612846"
"2239574","3","2.957905813","50.5684155573"
"2239896","127","2.8983197245","50.568351108"
"2239401","2","2.9862936613","50.5683498475"
"2238488","66.5","3.1650483536","50.5683123056"
"2239079","4","3.043066294","50.568198165"
"2239895","227","2.8955080373","50.568176957"
"2239573","192.5","2.9522820082","50.5680701685"
"2240041","12","2.8643080769","50.5680451207"
"2238342","1","3.190621829","50.5680284617"
"2239894","115","2.8926963415","50.56800272"
"2239572","144","2.949470156","50.5678973669"
"2240200","2","2.8302966074","50.5677290735"
"2239571","101","2.946658281","50.5677245232"
"2239570","299","2.9438464676","50.5675515934"
"2238341","8","3.1821841541","50.5675273669"
"2238935","46","3.0602045885","50.5674314736"
"2239235","34","3.0006199722","50.5674205313"
"2239569","25","2.9410346849","50.5673785785"
"2238340","2","3.1793716344","50.5673602015"
"2240040","4","2.853061856","50.5673448237"
"2238934","121","3.0573923936","50.5672613315"
"2239234","22","2.9978092042","50.5672484939"
"2239568","17","2.9382228564","50.5672055186"
"2238339","4","3.1765591381","50.5671929572"
"2238933","14","3.0545802619","50.5670911115"
"2239567","70","2.9354110896","50.5670323725"
"2238338","47","3.1737466375","50.5670256459"
"2239400","2","2.9637983193","50.5669722363"
"2239566","140","2.9325993765","50.5668591443"
"2238337","134","3.1709341841","50.5668582921"
"2239727","31","2.901401398","50.566737254"
"2238336","88","3.1681217442","50.5666908555"
"2239565","109.5","2.9297876063","50.5666858921"
"2239399","2","2.9581746952","50.566627136"
"2239726","172","2.8985908481","50.5665628393"
"2239233","6","2.9865614631","50.56656135"
"2238335","62.5","3.1653093112","50.5665233307"
"2239564","57","2.9269758979","50.5665125537"
"2239725","175","2.8957792604","50.566388694"
"2239563","101","2.9241642056","50.5663391407"
"2239398","4","2.9525510941","50.566281744"
"2239724","25","2.8929676923","50.5662144846"
"2239562","18","2.9213524981","50.5661656367"
"2239397","54","2.9497393367","50.5661089627"
"2239893","17","2.8617690319","50.5660819607"
"2239561","58","2.9185408922","50.5659920921"
"2240039","14","2.8305703245","50.5659409663"
"2239396","41","2.9469276034","50.5659361027"
"2239892","1","2.8589575663","50.5659069242"
"2239723","7","2.8873445495","50.565865904"
"2240038","5","2.827758971","50.5657651888"
"2239395","167.5","2.9441158896","50.5657631785"
"2239078","74","3.0008872454","50.5656319766"
"2238487","2","3.1200503138","50.5656226404"
"2239077","76","2.9980765558","50.5654599616"
"2239394","3","2.9384924662","50.5654171361"
"2238787","7","3.0548454758","50.5653024194"
"2239076","13","2.9952647004","50.5652882863"
"2239393","11","2.9356808331","50.5652439778"
"2238176","33","3.1740072731","50.5652366642"
"2238786","10","3.0520334629","50.5651321408"
"2239560","4","2.9044828727","50.5651233194"
"2239075","4","2.9924528412","50.5651165439"
"2239392","26/05/17","2.9328691431","50.5650707954"
"2238175","70","3.171194935","50.5650692804"
"2239559","135.5","2.9016724356","50.5649489817"
"2238174","10","3.1683826277","50.5649018563"
"2239391","14","2.9300575146","50.5648975268"
"2239558","149","2.8988619477","50.5647745803"
"2239390","150","2.9272459728","50.5647241833"
"2239231","7","2.9556318451","50.5646660645"
"2238785","4","3.0435975374","50.5646208308"
"2239557","87","2.8960504266","50.5646004336"
"2239389","33","2.9244343458","50.564550794"
"2239722","9","2.8648528674","50.5644687406"
"2238784","1","3.040785601","50.5644502958"
"2239556","7","2.8932389955","50.5644262225"
"2238173","2","3.1599457013","50.5643991491"
"2239388","34","2.9216227495","50.5643773196"
"2239891","4","2.8336553096","50.564328594"
"2238172","4","3.157133387","50.564231445"
"2239387","78.5","2.9188112314","50.5642037569"
"2238639","7","3.066358444","50.5641940834"
"2238932","32","3.0067768049","50.5641868433"
"2239890","73","2.8308440127","50.5641528834"
"2239230","16","2.9471968697","50.5641477295"
"2239386","29/05/17","2.9159996971","50.5640301573"
"2238931","75","3.0039650175","50.5640153794"
"2239889","5","2.8280327911","50.5639770855"
"2239229","35","2.9443852507","50.5639748257"
"2238930","221.5","3.0011544292","50.5638434173"
"2239385","6","2.9103766992","50.5636826907"
"2238929","67","2.9983438456","50.5636714017"
"2239228","7","2.938762091","50.5636287307"
"2239888","10","2.8224103517","50.5636253205"
"2238171","1","3.1458845279","50.5635598965"
"2239384","11","2.9075652004","50.5635088958"
"2239227","13","2.935950481","50.5634556182"
"2239887","2","2.8195991339","50.5634493536"
"2238004","22","3.1742679012","50.5634476566"
"2239383","86","2.9047537211","50.5633350368"
"2238003","86","3.1714556562","50.5632802846"
"2239886","2","2.8167879796","50.5632732753"
"2239382","102","2.9019433835","50.5631607049"
"2238002","3","3.1686434208","50.5631128778"
"2239226","21","2.9303274596","50.5631091666"
"2238170","1","3.1374480638","50.5630555394"
"2239555","5","2.8707478674","50.5630302651"
"2239381","114.5","2.8991330279","50.5629863163"
"2238001","1","3.165831199","50.5629453881"
"2239225","111","2.9275159614","50.5629358187"
"2239721","19","2.8395512557","50.5628917128"
"2238169","4","3.1346359701","50.562887277"
"2239554","7","2.8679365371","50.5628554472"
"2238638","2","3.0438631194","50.5628321773"
"2239380","59","2.8963216228","50.5628121847"
"2238637","20","3.0410512938","50.5626616269"
"2239379","57","2.8935102306","50.5626379838"
"2238000","2","3.1602068163","50.5626101901"
"2238783","5","3.0098554777","50.5625696619"
"2239720","46","2.8339288788","50.5625405004"
"2238636","15","3.0382394761","50.5624910334"
"2239378","62","2.8906989303","50.5624637382"
"2237999","8","3.1573946391","50.5624424841"
"2239224","63","2.9190815743","50.5624154196"
"2238782","34","3.0070437824","50.5623982917"
"2239719","168","2.8311177256","50.5623647932"
"2239377","36","2.8878876008","50.562289457"
"2237998","11","3.1545825248","50.5622747001"
"2239223","7","2.9162701165","50.5622418228"
"2238781","177","3.0042320944","50.5622268334"
"2239718","195","2.828306548","50.5621890243"
"2238780","108","3.0014216286","50.56205488"
"2239553","9","2.851069105","50.5618051877"
"2239222","3","2.9078359511","50.5617205857"
"2239717","9","2.8198732328","50.5616612627"
"2237833","8","3.1745284481","50.5616586404"
"2237997","27","3.1433341396","50.5616029172"
"2239221","98","2.905024599","50.5615467208"
"2239220","262","2.9022139131","50.561372507"
"2237832","3","3.1689042131","50.5613238786"
"2239073","22","2.9305973523","50.5613207944"
"2237996","36","3.1377100395","50.5612666307"
"2239219","41","2.8994034402","50.5611983125"
"2239072","91","2.9277859002","50.5611474953"
"2238635","3","3.015745609","50.5611236394"
"2239552","49","2.8398245736","50.5611035954"
"2237995","84","3.134898031","50.5610983844"
"2239376","6","2.8682087984","50.5610672556"
"2237831","7","3.1632799809","50.5609888409"
"2239071","7","2.9249745209","50.560974089"
"2238634","7","3.0129339747","50.560952403"
"2237830","18","3.1604679173","50.5608212116"
"2239070","9","2.922163194","50.5608006257"
"2238633","24","3.0101223478","50.5607810787"
"2239551","91","2.834202412","50.5607524039"
"2239218","15","2.8909702567","50.5606754794"
"2237829","63","3.1576558726","50.5606535182"
"2239069","5","2.9193518866","50.5606270984"
"2238632","87","3.0073107519","50.5606097141"
"2239550","104","2.8313913306","50.5605767142"
"2238486","12","3.0356935504","50.5605317133"
"2239217","38","2.8881590642","50.5605011964"
"2237828","54","3.1548438467","50.5604857607"
"2238631","16","3.0044991523","50.5604382825"
"2239549","56","2.8285803031","50.5604009425"
"2237827","50","3.1520318397","50.560317939"
"2238630","16","3.0016887629","50.5602663318"
"2239375","4","2.8541530924","50.5601922254"
"2238485","5","3.0300701975","50.5601901483"
"2237826","95","3.1492197692","50.5601500298"
"2239068","55","2.9109179401","50.5601060876"
"2238484","4","3.0272585785","50.560019262"
"2239374","5","2.8513419841","50.5600170141"
"2237825","25","3.1464078222","50.559982038"
"2239067","92","2.9081067102","50.559932259"
"2239548","7","2.8201472913","50.5598732171"
"2237824","45","3.1435958599","50.559814"
"2239066","142","2.9052954628","50.5597584187"
"2239547","5","2.8173363457","50.5596971546"
"2237823","14","3.1407839165","50.559645898"
"2239216","4","2.8741032146","50.5596286041"
"2239065","204","2.9024842067","50.5595844924"
"2237822","64","3.1379720261","50.5594777138"
"2239215","3","2.8712921176","50.5594538636"
"2239064","17","2.8996740499","50.5594101154"
"2237633","1","3.1663529463","50.5593674116"
"2239373","6","2.8400978885","50.5593154824"
"2237821","61","3.135160083","50.559309491"
"2239214","18/05/17","2.8684810059","50.559279077"
"2237632","24","3.163540959","50.5591998666"
"2238927","48","2.9252446263","50.5591857304"
"2238483","43","3.0132006557","50.5591638097"
"2237820","8","3.132348212","50.559141161"
"2239372","54.5","2.837286867","50.5591399267"
"2239213","8","2.8656699059","50.5591042304"
"2237631","43","3.1607289996","50.5590322283"
"2238926","7","2.9224333876","50.5590122938"
"2238482","45","3.0103891171","50.5589925119"
"2237819","12","3.1295363178","50.558972789"
"2239371","49.5","2.8344758882","50.5589643099"
"2239063","22","2.89124159","50.5588872291"
"2237630","21","3.1579170499","50.558864555"
"2238481","64","3.0075776306","50.5588211572"
"2237818","3","3.1267244425","50.5588043529"
"2239370","5","2.8316649621","50.5587886361"
"2238777","11","2.9480044814","50.5587824908"
"2238334","22","3.0359594043","50.5587430459"
"2239062","32","2.8884304706","50.5587129384"
"2238480","12","3.0047661911","50.5586497267"
"2238776","5","2.9451931984","50.5586095967"
"2238333","24","3.0331478241","50.5585723354"
"2239369","12","2.8260431173","50.5584370268"
"2239212","9","2.8544258154","50.5584040934"
"2238332","217","3.0303362742","50.5584015399"
"2237629","24","3.1494813059","50.5583610786"
"2238925","317.5","2.9111885315","50.5583177786"
"2238331","4","3.0275247086","50.5582306534"
"2237628","87","3.1466694243","50.5581931104"
"2238924","157","2.9083774011","50.5581439558"
"2237627","132","3.1438575734","50.5580251019"
"2238923","121.5","2.9055662907","50.5579701137"
"2237626","131","3.1410457408","50.5578569844"
"2239061","136","2.8743752052","50.5578403839"
"2238922","205.5","2.9027551294","50.5577962079"
"2237625","182.5","3.138233927","50.5576888028"
"2239060","181","2.8715641686","50.5576656817"
"2238921","212","2.8999450392","50.5576218294"
"2238330","12","3.0162787858","50.5575464435"
"2237624","153","3.1354221209","50.5575205781"
"2239059","128","2.868753186","50.5574908976"
"2238920","50","2.897135039","50.5574473866"
"2237437","1","3.163801923","50.5574108728"
"2238775","29","2.9255146893","50.5573973639"
"2238329","6","3.0134673538","50.5573752289"
"2237623","114","3.1326103679","50.5573522712"
"2239211","9","2.8375602801","50.5573518321"
"2239058","4","2.8659422277","50.5573160347"
"2238774","3","2.922703529","50.5572239498"
"2238328","3","3.0106559378","50.5572039398"
"2237622","159","3.1297985503","50.5571839018"
"2239210","13","2.8347493707","50.5571761795"
"2238919","33","2.8915129668","50.5570990225"
"2237436","17","3.1581782132","50.5570755723"
"2237621","60","3.1269868397","50.557015452"
"2238168","10","3.0362252024","50.5569544259"
"2238918","41","2.8887019168","50.5569246961"
"2237435","25","3.1553663865","50.5569078258"
"2238773","4","2.9170812231","50.5568768169"
"2237620","34","3.124175104","50.5568469406"
"2238167","57","3.0334137473","50.5567836897"
"2237434","63","3.1525545786","50.5567400153"
"2238772","16","2.9142701536","50.5567031729"
"2237619","21","3.1213633963","50.5566783357"
"2238166","123","3.0306022969","50.5566128998"
"2237433","6","3.1497427897","50.5565721406"
"2238771","129.5","2.9114591037","50.5565294647"
"2237618","10","3.1185517005","50.5565097157"
"2239209","27","2.8235061305","50.5564730537"
"2238165","48","3.0277908539","50.5564420219"
"2237432","5","3.1469310195","50.5564042017"
"2238770","106.5","2.9086480727","50.5563556476"
"2239208","9","2.8206953592","50.5562970816"
"2237431","118","3.1441192564","50.5562361749"
"2238917","4","2.8774580894","50.5562268382"
"2237993","8","3.0533595025","50.5561886735"
"2238769","134","2.9058370618","50.5561818113"
"2237430","293.5","3.1413075463","50.5560680659"
"2238916","83","2.8746471327","50.5560522059"
"2238768","62","2.9030260328","50.5560079183"
"2239207","9","2.8150739201","50.5559449429"
"2238164","26","3.019356673","50.5559290108"
"2237429","84.5","3.1384958209","50.5558999109"
"2238915","124.5","2.8718362345","50.555877477"
"2238767","58.5","2.9002160467","50.555833531"
"2238163","4","3.01654537","50.5557578375"
"2237428","114.5","3.1356841256","50.5557316707"
"2238914","127","2.8690253889","50.5557026911"
"2238766","38","2.8974061084","50.5556591014"
"2239057","12","2.8378336323","50.5555637119"
"2237427","52","3.1328724492","50.5555633664"
"2238913","115","2.8662144957","50.555527852"
"2238626","4","2.9229735971","50.5554355991"
"2238912","23/05/17","2.8634036518","50.5553529454"
"2238765","10","2.8917842614","50.5553107623"
"2237426","173.5","3.127249153","50.5552265655"
"2238764","9","2.8889733785","50.5551364757"
"2237425","48","3.1244375333","50.5550580689"
"2237992","205","3.0336796489","50.5549950733"
"2237241","12","3.152815956","50.5549510906"
"2238625","63","2.914540607","50.5549148483"
"2237424","16","3.1216259318","50.5548894633"
"2237991","232.5","3.0308683007","50.5548242547"
"2237240","3","3.1500042666","50.5547832215"
"2238624","98","2.9117296565","50.5547411459"
"2239056","2","2.8237799797","50.5546849626"
"2237990","74","3.0280569802","50.5546533855"
"2238623","61","2.908918725","50.5545673345"
"2239055","55","2.8209693427","50.5545090232"
"2237989","2","3.0252456447","50.5544824701"
"2238763","12","2.8777298811","50.5544386068"
"2238622","91","2.9061078135","50.5543935039"
"2239054","20","2.8181587281","50.5543329854"
"2237988","43","3.0224343284","50.5543114906"
"2237239","96","3.1415693101","50.5542791396"
"2238762","52","2.8749190469","50.5542639833"
"2238621","25","2.9032969215","50.5542196093"
"2239053","10","2.8153480958","50.554156891"
"2237987","77","3.0196231241","50.5541404047"
"2237238","55","3.1387576962","50.554111014"
"2238761","146","2.872108281","50.5540892673"
"2237237","83","3.1359461004","50.5539427794"
"2238760","28","2.8692975005","50.5539145052"
"2237814","3","3.0451906035","50.5538888905"
"2237986","12","3.0140006686","50.553798059"
"2238911","6","2.8381069735","50.5537756002"
"2237236","4","3.1331345236","50.5537744807"
"2238759","69","2.8664867364","50.5537396685"
"2237813","161","3.0423793084","50.5537183755"
"2238479","48","2.9232437112","50.5536472242"
"2237235","9","3.1303229656","50.5536061179"
"2238758","89","2.8636759966","50.5535647531"
"2237812","43","3.039568014","50.5535477788"
"2238478","51","2.9204328016","50.5534737198"
"2237234","133","3.1275114265","50.5534376909"
"2238757","15","2.8608652862","50.5533897778"
"2237811","32","3.0367567013","50.5533771254"
"2238477","1","2.9176219116","50.5533001513"
"2237233","39","3.1246999064","50.5532691998"
