"Ville","pop","cX","cY"
"2253151","18","2.9846735141","50.6927849436"
"2253693","55","2.8964657127","50.6927829574"
"2252005","284","3.1639023258","50.6927546269"
"2252213","91","3.132620784","50.6926950189"
"2253324","5","2.9533908432","50.6926768779"
"2251804","164.5","3.1923637844","50.6926387698"
"2252804","5","3.0415967611","50.6926356732"
"2252426","4","3.1013401118","50.6926266474"
"2253692","19","2.8936465607","50.6926087054"
"2252004","22","3.1610824034","50.6925869064"
"2253521","93","2.9221081161","50.6925602343"
"2252212","53.5","3.1298009307","50.6925265733"
"2253323","2","2.9505715074","50.6925040512"
"2253864","11","2.8623637557","50.6924757301"
"2251803","586.5","3.1895437726","50.6924717679"
"2252425","2","3.0985214381","50.6924571328"
"2253691","77","2.8908274798","50.6924344139"
"2252003","229","3.1582624657","50.6924191396"
"2253520","76","2.9192889095","50.6923866394"
"2252211","47","3.1269810746","50.6923580353"
"2251802","85","3.1867237421","50.6923047093"
"2253690","200","2.8880083856","50.6922600509"
"2252002","308.5","3.1554425753","50.6922513303"
"2253519","80","2.9164697146","50.6922129844"
"2252210","38","3.1241612706","50.6921894401"
"2251801","290","3.1839037957","50.6921375671"
"2253689","286","2.8851892761","50.6920855968"
"2252001","397","3.1526227098","50.6920834169"
"2252630","16","3.0616003144","50.6920398074"
"2253518","247.5","2.9136505816","50.692039243"
"2251605","43","3.2123625616","50.6920174716"
"2253322","14","2.9421136869","50.6919850953"
"2251800","94","3.1810838141","50.6919703589"
"2252803","22","3.0303185368","50.6919525783"
"2252424","2","3.0900622551","50.6919490977"
"2253150","11","2.9705765918","50.6919239758"
"2252000","267","3.1498027913","50.6919154647"
"2253688","365","2.8823702213","50.6919111053"
"2253517","51","2.9108313962","50.6918654628"
"2251604","17","3.2095425419","50.6918509731"
"2251799","87","3.1782638514","50.6918030864"
"2252423","8","3.0872425655","50.6917796091"
"2251999","502.5","3.1469829736","50.6917474269"
"2253687","383","2.8795511862","50.6917365495"
"2251389","10","3.2380029075","50.6917239146"
"2252629","67","3.0559611366","50.691699379"
"2253516","1","2.9080122648","50.6916916003"
"2251603","58","3.2067225411","50.6916844104"
"2252975","9","2.9962198662","50.6916840218"
"2251798","118","3.1754439498","50.6916357273"
"2252802","2","3.0246795927","50.6916106135"
"2252422","4","3.0844228951","50.6916100562"
"2251998","107","3.144163163","50.6915793008"
"2253686","775.5","2.8767321689","50.6915619097"
"2251388","37","3.2351828125","50.6915580068"
"2252628","206.5","3.0531415646","50.6915290445"
"2251602","8","3.203902524","50.6915177565"
"2253515","2","2.9051931413","50.6915176497"
"2252209","12","3.1128822212","50.69151438"
"2251797","207.5","3.1726240249","50.6914683262"
"2251997","117.5","3.1413433358","50.6914111377"
"2253149","14","2.962118734","50.6914065211"
"2253685","256","2.8739131774","50.6913871659"
"2251601","143.5","3.2010836247","50.691350678"
"2253514","113","2.9023740374","50.6913436348"
"2251796","205","3.1698041189","50.6913008607"
"2252421","24","3.0787836822","50.691270757"
"2251996","137","3.1385234926","50.6912428835"
"2253148","3","2.9592994404","50.6912339378"
"2251387","89","3.2295427356","50.6912260417"
"2253684","21","2.8710941963","50.6912123871"
"2252627","32","3.0475025134","50.6911882094"
"2251600","252.5","3.1982646275","50.6911835299"
"2253513","70","2.8995560086","50.6911692368"
"2251795","246","3.1669842365","50.6911333163"
"2253321","2","2.9280177017","50.6911189356"
"2251995","98","3.1357037502","50.6910745436"
"2251386","6","3.2267226968","50.691059941"
"2252626","34","3.0446829847","50.6910176924"
"2251599","305","3.1954446756","50.6910166965"
"2252208","6","3.1044231225","50.6910073256"
"2252974","1","2.9849424172","50.6909965003"
"2253512","7","2.8967379994","50.6909947747"
"2251794","270","3.1641643841","50.6909656866"
"2253320","5","2.9251985368","50.6909455001"
"2252801","9","3.0134018089","50.6909258579"
"2251994","78","3.1328840275","50.6909061842"
"2251598","387.5","3.1926247385","50.6908497708"
"2252625","37","3.0418634449","50.6908470697"
"2252207","8","3.1016045628","50.690837888"
"2251793","505.5","3.161344556","50.6907980115"
"2253319","14","2.9223794337","50.6907719782"
"2251993","37","3.1300642533","50.6907377609"
"2251597","358","3.1898048124","50.690682785"
"2252624","3","3.0390439923","50.6906764166"
"2252206","4","3.0987860221","50.6906683861"
"2253511","60","2.8910999289","50.6906462501"
"2251792","71","3.1585247303","50.6906302741"
"2253318","127","2.9195603126","50.6905983996"
"2251992","27","3.1272445303","50.6905692356"
"2251596","672","3.1869849427","50.6905157272"
"2253510","75","2.8882809445","50.6904718971"
"2251791","203.5","3.1557049559","50.6904624347"
"2253317","201","2.9167412224","50.6904247357"
"2251991","37","3.1244248686","50.6904006238"
"2253147","2","2.9452033774","50.6903698635"
"2251595","1156","3.1841650688","50.6903486022"
"2252623","8","3.03340511","50.6903348908"
"2253509","226","2.885461986","50.6902974401"
"2251790","182","3.1528852004","50.690294531"
"2252420","103","3.0618662903","50.6902511833"
"2253316","326.5","2.913922188","50.6902510252"
"2251990","17","3.1216051838","50.6902319699"
"2251594","160","3.1813451874","50.6901813996"
"2252973","16","2.9708460282","50.6901355681"
"2251789","243","3.1500653821","50.6901265845"
"2253508","445","2.8826430034","50.690122966"
"2251185","13","3.2410821537","50.6901006069"
"2252419","202.5","3.0590467918","50.6900810068"
"2253315","107","2.911103137","50.6900772327"
"2252800","1","2.9993068198","50.6900676673"
"2251989","55","3.118785485","50.6900632446"
"2251385","65","3.2098028499","50.6900619226"
"2251593","188.5","3.1785253671","50.6900141104"
"2252205","3","3.087507562","50.6899909087"
"2251788","313","3.1472456877","50.6899585551"
"2253507","390","2.8798240499","50.6899483984"
"2251184","27","3.2382621401","50.6899347689"
"2252418","363","3.0562273126","50.6899107661"
"2253314","144.5","2.9082840939","50.6899033521"
"2251384","223","3.2069829493","50.6898953653"
"2251988","133","3.1159658382","50.6898944621"
"2251592","184.5","3.1757055234","50.6898467791"
"2252972","2","2.9652076255","50.689790713"
"2251787","93.5","3.1444259772","50.6897904346"
"2253506","477.5","2.8770051788","50.6897737704"
"2251183","52","3.2354421362","50.6897688959"
"2252417","194","3.0534078638","50.6897404402"
"2253313","345","2.9054650822","50.6897294311"
"2251383","93","3.2041630675","50.6897287438"
"2251987","68","3.1131462152","50.6897256007"
"2251591","173","3.1728856987","50.6896793835"
"2253146","17","2.9339268822","50.6896773458"
"2252971","4","2.9623884824","50.6896181545"
"2251182","51","3.2326221931","50.6896029363"
"2253505","422.5","2.8741862925","50.6895990512"
"2252416","36","3.0505884112","50.689570047"
"2251382","83","3.2013442221","50.689561665"
"2253312","224.5","2.902646067","50.6895554429"
"2251590","355","3.1700659351","50.6895119014"
"2253145","1","2.9311078204","50.6895040225"
"2251786","112","3.1387865289","50.6894540565"
"2253504","34","2.8713673977","50.6894242459"
"2252415","148.5","3.0477689778","50.6893995895"
"2251381","416","3.1985253711","50.6893945282"
"2253311","19","2.8998281382","50.6893810507"
"2252799","4","2.9880305176","50.6893800631"
"2251589","495","3.1672461812","50.6893443842"
"2253144","3","2.9282887359","50.689330657"
"2251785","238","3.1359668913","50.6892857075"
"2252414","171","3.0449495868","50.6892290707"
"2251380","431.5","3.1957055108","50.689227687"
"2251588","288.5","3.1644264178","50.6891767811"
"2252622","2","3.0136696419","50.6891373488"
"2251784","103","3.1331472311","50.6891173612"
"2253503","2","2.8657296928","50.6890744987"
"2251379","740.5","3.1928857155","50.6890607872"
"2252413","176","3.0421302151","50.6890584876"
"2252798","2","2.9823920596","50.6890360776"
"2251587","611","3.1616066733","50.6890091136"
"2250963","1","3.2526209829","50.6889739453"
"2251783","52","3.13032759","50.6889489506"
"2251181","8","3.2213424911","50.6889384924"
"2252970","5","2.9511119275","50.6889273755"
"2253502","5","2.8629108478","50.6888995299"
"2251378","637","3.1900658665","50.688893804"
"2252412","110","3.0393108395","50.6888878372"
"2251986","5","3.0990505873","50.6888796344"
"2252797","6","2.9795729004","50.6888639553"
"2253310","172","2.8913723961","50.6888580739"
"2251586","174","3.1587869643","50.6888413797"
"2252621","11/05/17","3.0080310521","50.6887945857"
"2251782","52","3.1275080094","50.6887804087"
"2252969","3","2.9482928161","50.6887544813"
"2251377","456","3.1872460785","50.6887267342"
"2252411","25/05/17","3.0364914832","50.6887171226"
"2253309","231","2.8885535349","50.6886837296"
"2251585","775","3.1559673177","50.6886735341"
"2253143","60","2.9170127207","50.6886364861"
"2252620","6","3.0052117813","50.6886231"
"2251781","27","3.1246884056","50.6886118247"
"2251180","71","3.2157028106","50.6886058211"
"2252968","2","2.9454737524","50.6885815445"
"2251376","437.5","3.1844263352","50.6885596562"
"2252410","13","3.0336721805","50.6885463256"
"2253308","93","2.8857346584","50.6885092942"
"2251584","343.5","3.1531476466","50.6885056716"
"2253142","2","2.9141937764","50.6884627771"
"2252204","11","3.0621322464","50.6884625092"
"2251780","17","3.1218687879","50.6884431693"
"2251179","43.5","3.2128829449","50.6884394097"
"2251375","922.5","3.1816065849","50.6883924579"
"2252409","7","3.0308528509","50.6883754585"
"2252796","31","2.9711154307","50.6883471658"
"2251583","481","3.1503279772","50.688337702"
"2253307","302","2.8829158083","50.6883347996"
"2250962","84","3.24134123","50.6883114582"
"2252203","136","3.0593128481","50.6882923384"
"2253141","192","2.911374809","50.6882889812"
"2251779","61","3.1190492222","50.6882744567"
"2251374","11","3.1787868225","50.6882251964"
"2252408","9","3.0280335868","50.688204533"
"2252795","27","2.9682963164","50.6881747792"
"2251582","369","3.1475083268","50.6881696682"
"2253306","467.5","2.8800969685","50.68816027"
"2250961","190","3.2385213451","50.6881456474"
"2252202","257","3.0564934689","50.6881221034"
"2253140","213","2.9085559153","50.6881151227"
"2252619","18","2.9967567249","50.6881071446"
"2251178","2","3.2072433012","50.6881063228"
"2251778","101","3.1162297178","50.6881056576"
"2251373","115","3.1759670791","50.6880578706"
"2252794","6","2.9654772545","50.6880023355"
"2251581","190","3.1446887238","50.6880015918"
"2253305","169.5","2.877278123","50.68798562"
"2250960","210","3.2357014504","50.6879797506"
"2252201","54","3.053674109","50.687951804"
"2253139","562","2.9057369692","50.6879412255"
"2251177","109","3.2044235571","50.6879396992"
"2251777","125","3.1134101903","50.6879368163"
"2252618","28","2.9939375693","50.6879353943"
"2251372","375","3.1731473967","50.6878904584"
"2252967","14","2.9341977016","50.687889036"
"2251580","66.5","3.1418691114","50.6878334294"
"2250959","246.5","3.232881615","50.6878138351"
"2253304","129","2.8744593715","50.6878109335"
"2252200","198.5","3.0508547684","50.6877814403"
"2251176","522.5","3.2016048469","50.6877726527"
"2251776","15","3.1105906818","50.6877679108"
"2253138","248.5","2.9029180772","50.687767246"
"2251371","172.5","3.170327724","50.6877230111"
"2251579","65","3.139049551","50.6876652097"
"2250958","91.5","3.2300617751","50.6876478523"
"2253303","100","2.871640605","50.6876361558"
"2252199","104","3.0480354582","50.6876109914"
"2251175","596","3.1987860499","50.6876055156"
"2253137","302.5","2.9001002483","50.6875928596"
"2251370","453.5","3.1675080794","50.6875554702"
"2252966","8","2.9285597817","50.6875423722"
"2252407","3","3.0167566186","50.6875201076"
"2251578","193","3.1362300088","50.6874968809"
"2250957","29/05/17","3.2272419367","50.6874817626"
"2253302","41","2.8688218299","50.687461292"
"2252198","184","3.0452161441","50.6874404753"
"2251174","622.5","3.195966336","50.6874386857"
"2251775","10","3.1049517187","50.6874298089"
"2253136","346","2.8972824504","50.687418388"
"2251369","974","3.1646884446","50.6873878943"
"2250738","16","3.2556995577","50.6873502541"
"2251577","156.5","3.1334104158","50.6873285331"
"2250956","13","3.2244221079","50.6873156378"
"2253301","14","2.8660031","50.6872864202"
"2251173","525","3.1931465946","50.6872717857"
"2252197","224","3.0423968823","50.687269902"
"2252617","6","2.9826610572","50.6872476369"
"2253135","168","2.8944636644","50.6872441676"
"2251368","248","3.1618687884","50.6872202085"
"2250737","3","3.2528796241","50.6871848053"
"2252406","9","3.0111182443","50.6871774748"
"2251576","83","3.1305909124","50.6871601206"
"2250955","219.5","3.2216023281","50.6871494027"
"2252793","6","2.9513820944","50.6871390191"
"2253300","50","2.8631843974","50.6871114351"
"2251172","855.5","3.1903269184","50.6871048272"
"2252196","229","3.0395776676","50.6870992527"
"2252616","15","2.9798419882","50.6870755161"
"2253134","498.5","2.8916448392","50.6870699071"
"2251367","599","3.1590492184","50.6870524475"
"2252965","7","2.9201030534","50.6870218661"
"2252405","3","3.008299066","50.6870060829"
"2251575","103","3.1277714273","50.6869915989"
"2250954","75.5","3.2187825902","50.6869831061"
"2251171","622","3.1875072259","50.6869377776"
"2253299","125","2.8603657145","50.6869363857"
"2252195","117","3.0367584344","50.6869285467"
"2252615","9","2.9770228996","50.6869033637"
"2253133","192","2.8888260219","50.6868955585"
"2251366","1170","3.156229633","50.6868846402"
"2252404","3","3.0054798999","50.6868345881"
"2251574","12","3.1249518907","50.6868230134"
"2250953","48","3.2159628178","50.6868167884"
"2251170","386","3.1846875523","50.6867706637"
"2252614","3","2.9742038417","50.6867311261"
"2253132","316","2.8860073293","50.6867211274"
"2251365","671.5","3.1534100456","50.6867167853"
"2250736","36","3.2444200866","50.6866880601"
"2251985","3","3.0623981135","50.6866738753"
"2251573","11","3.1221324061","50.6866543707"
"2250952","67","3.2131431174","50.6866503633"
"2251169","696.5","3.1818679208","50.6866034885"
"2252613","12","2.9713848192","50.6865587886"
"2251364","332","3.1505905047","50.6865488431"
"2253131","81","2.8831885514","50.6865466502"
"2250735","129","3.2416002502","50.686522312"
"2251984","222.5","3.0595788483","50.6865037173"
"2252964","119","2.9116464667","50.6865007547"
"2252403","36.5","2.999842967","50.6864908991"
"2251572","196","3.1193129828","50.6864856414"
"2250951","25","3.2103233633","50.6864838546"
"2251168","242.5","3.1790482705","50.6864362564"
"2252612","82","2.9685658148","50.6863864119"
"2251363","344","3.1477709545","50.6863808148"
"2253130","286.5","2.8803697932","50.6863721088"
"2250734","141","3.238780515","50.686356523"
"2251983","52","3.0567596068","50.6863334803"
"2252963","83","2.9088276829","50.6863269062"
"2252402","70","2.9970251443","50.6863186947"
"2251571","83","3.1164935363","50.6863168701"
"2251167","419","3.1762286581","50.686268935"
"2252194","5","3.0254816473","50.6862449841"
"2252611","4","2.9657468642","50.686213953"
"2251362","229","3.1449514562","50.6862127294"
"2253129","154.5","2.877551122","50.6861974923"
"2250733","159.5","3.2359607378","50.6861906744"
"2251982","104","3.053940347","50.6861631866"
"2252962","64","2.9060088712","50.6861529967"
"2250950","539","3.2046840401","50.6861506734"
"2251570","52.5","3.1136741088","50.6861480345"
"2252401","20","2.9942060887","50.6861469501"
"2251166","88","3.1734090667","50.6861015575"
"2252792","7","2.9344685015","50.6861007211"
"2251361","218","3.1421319769","50.6860445796"
"2250732","159","3.2331409509","50.6860247398"
"2253128","120","2.8747323961","50.6860227838"
"2251981","168.5","3.0511211064","50.6859928286"
"2250949","698","3.2018654188","50.6859836534"
"2251569","38","3.1108547427","50.6859791124"
"2252961","100","2.9031900673","50.6859789991"
"2251165","366","3.1705895033","50.6859340865"
"2251774","3","3.0795795631","50.685904688"
"2251360","149.5","3.1393125166","50.6858763655"
"2250731","3","3.2303212343","50.6858587654"
"2253127","158","2.8719137644","50.6858480388"
"2251980","327","3.0483018732","50.6858223824"
"2250948","429","3.1990467451","50.6858165248"
"2251568","19","3.1080353534","50.6858101482"
"2252960","408","2.9003723502","50.6858046423"
"2252400","4","2.988567964","50.6858031786"
"2251164","657","3.1677699497","50.6857665805"
"2252791","5","2.9288308053","50.6857541166"
"2252193","3","3.0170242591","50.6857315923"
"2251359","101","3.1364930746","50.6857080423"
"2253126","159","2.8690951176","50.6856732026"
"2251979","345","3.0454826824","50.6856518749"
"2250947","267.5","3.1962271082","50.6856496975"
"2252959","425.5","2.8975546179","50.6856301945"
"2251163","700.5","3.1649504123","50.685598957"
"2250508","250","3.2559580473","50.6855610965"
"2251358","155","3.1336735817","50.6855397001"
"2250730","103","3.2246818381","50.6855265614"
"2252610","11","2.9544710692","50.6855234693"
"2253125","221.5","2.8662764952","50.6854982875"
"2250946","342","3.1934074901","50.685482806"
"2251978","218","3.0426635484","50.6854812955"
"2252399","2","2.9829299881","50.6854591945"
"2252958","481","2.8947359549","50.6854559828"
"2251162","478","3.1621309189","50.6854312804"
"2250507","102","3.253138237","50.685395656"
"2251357","160","3.1308541784","50.6853712931"
"2250729","34","3.2218621816","50.6853603347"
"2253124","318.5","2.8634579274","50.6853233351"
"2250945","764.5","3.1905878789","50.6853158262"
"2251977","182","3.0398444059","50.6853106636"
"2251567","17","3.0995784773","50.685302461"
"2252398","10","2.9801109914","50.6852870911"
"2252957","339.5","2.8919172298","50.6852817281"
"2251161","439.5","3.1593114193","50.6852635283"
"2251356","72","3.1280347934","50.685202777"
"2250728","4","3.2190424786","50.6851940629"
"2250944","599","3.1877683217","50.6851488089"
"2253123","57","2.8606393022","50.6851483136"
"2251976","113","3.0370252498","50.6851399603"
"2251566","60","3.096760233","50.6851329087"
"2252956","230","2.8890985356","50.6851073883"
"2251160","826","3.1564919415","50.6850957651"
"2250506","20","3.2474987431","50.6850645816"
"2252192","2","3.0057479994","50.6850460713"
"2251355","42","3.1252153899","50.6850342041"
"2250943","656","3.1849487482","50.6849817006"
"2251975","5","3.0342061472","50.6849691746"
"2251565","12","3.0939409504","50.6849636021"
"2252955","561","2.8862799085","50.6849329808"
"2251159","386","3.1536724541","50.6849279158"
"2250505","117","3.2446790211","50.6848989105"
"2252191","23","3.0029289857","50.6848745251"
"2251354","59","3.1223960476","50.6848655448"
"2250727","520","3.2134032363","50.684861285"
"2250942","634","3.1821292379","50.684814514"
"2253122","2","2.8550021806","50.6847979993"
"2251158","307.5","3.150853018","50.6847599645"
"2252954","322.5","2.8834612636","50.6847585166"
"2250504","175","3.2418593013","50.6847331771"
"2251773","53","3.0598448716","50.684715069"
"2252190","163","3.0001112553","50.6847024145"
"2251353","78","3.1195766941","50.6846968672"
"2250726","53","3.2105836128","50.6846948232"
"2250941","693","3.1793097068","50.6846472624"
"2252397","16","2.968835317","50.6845980425"
"2251157","35","3.1480336009","50.6845919489"
"2252953","246.5","2.8806426444","50.6845839484"
"2250503","148","3.2390395944","50.6845674193"
"2251772","39","3.0570257257","50.6845448523"
"2252189","166","2.9972935444","50.6845302397"
"2251352","94","3.1167573365","50.6845281225"
"2252609","8","2.9375580423","50.6844856598"
"2250940","712.5","3.1764902085","50.6844799787"
"2252396","33","2.9660164546","50.6844255654"
"2251156","167","3.1452142027","50.6844238689"
"2252952","302","2.8778240271","50.6844093317"
"2250502","183.5","3.2362199781","50.6844015715"
"2251771","223","3.0542065659","50.6843745642"
"2250725","637","3.2049444602","50.6843616566"
"2252188","97.5","2.994474577","50.6843584768"
"2250939","177","3.1736707264","50.6843125775"
"2251974","11","3.0229299082","50.6842853771"
"2251155","187","3.1423948236","50.6842557247"
"2250501","110","3.233400331","50.6842356431"
"2252951","368.5","2.8750054756","50.6842346568"
"2251770","95","3.0513874254","50.6842042118"
"2250724","277","3.2021255462","50.6841947206"
"2250938","148.5","3.170851254","50.6841451413"
"2252608","2","2.9319205163","50.6841391546"
"2251973","5","3.0201108672","50.6841142432"
"2251154","105","3.1395754304","50.6840875091"
"2250500","62","3.2305806742","50.6840696286"
"2252950","250.5","2.8721869024","50.6840598969"
"2251769","77","3.0485683484","50.6840337813"
"2250723","277.5","3.1993067685","50.6840278102"
"2251351","109","3.1082994908","50.6840213649"
"2252790","214.5","2.9006443983","50.684016438"
"2250937","236","3.1680318097","50.6839776115"
"2250266","33","3.2590361996","50.683937308"
"2251153","218.5","3.1367560958","50.68391923"
"2250499","8","3.2277610646","50.6839035716"
"2252949","158","2.8693683951","50.6838850788"
"2251768","141","3.0457492721","50.683863269"
"2250722","171.5","3.1964878617","50.6838607043"
"2251350","170","3.1054802253","50.6838523274"
"2252789","281","2.8978268121","50.6838420019"
"2250936","347","3.1652123863","50.6838100258"
"2250265","216.5","3.2562165183","50.6837719339"
"2251152","28","3.1339367175","50.6837508829"
"2250498","29","3.2249415113","50.6837374427"
"2252395","2","2.9547410597","50.6837351046"
"2252948","366","2.866549868","50.6837101842"
"2250721","336","3.1936683668","50.6836938211"
"2251767","196","3.0429301893","50.6836927237"
"2251349","153.5","3.1026610185","50.6836832263"
"2250935","333","3.162392968","50.6836423435"
"2252607","2","2.9234643444","50.6836189102"
"2250264","203","3.2533968313","50.6836065018"
"2252947","308.5","2.8637313606","50.6835352253"
"2250720","441","3.1908488558","50.6835268469"
"2251766","122","3.040111114","50.6835220903"
"2251348","157","3.0998428927","50.6835137364"
"2252788","26","2.8921896338","50.6834935512"
"2250934","472.5","3.1595735713","50.6834746501"
"2252606","4","2.9206456563","50.6834453616"
"2250263","102","3.2505771168","50.6834409996"
"2251151","5","3.1282981407","50.68341395"
"2252946","181","2.8609128796","50.6833602072"
"2250719","669","3.1880293967","50.6833598155"
"2251765","8","3.0372920922","50.6833513746"
"2251347","167","3.0970247945","50.6833441956"
"2252787","35.5","2.889371033","50.6833192234"
"2250933","555","3.1567542027","50.6833068632"
"2250262","212","3.2477575258","50.6832754145"
"2252605","6","2.9178269925","50.6832717342"
"2251150","48","3.1254788868","50.6832453991"
"2250718","750","3.185209963","50.6831927248"
"2251764","3","3.0344730554","50.6831806127"
"2251346","220","3.0942055817","50.6831748532"
"2252786","422","2.8865524683","50.6831448293"
"2250932","372","3.153934832","50.6831390173"
"2250261","172","3.2449379535","50.6831097651"
"2251972","60","3.003197096","50.683086054"
"2251149","78","3.1226596288","50.6830767809"
"2250497","84.5","3.2136633064","50.6830722478"
"2252394","3","2.943466117","50.683043525"
"2250717","644.5","3.1823905416","50.6830255647"
"2252945","11/05/17","2.855275975","50.6830099472"
"2251763","9","3.0316540867","50.683009758"
"2251345","140","3.0913864513","50.683005495"
"2252187","10","2.9719235694","50.6829820064"
"2250931","225","3.1511155237","50.6829710598"
"2252785","345","2.8837339953","50.6829703454"
"2250260","187.5","3.242118328","50.682944077"
"2251564","7","3.0601108337","50.6829264377"
"2251971","100","3.0003794657","50.6829139492"
"2251148","7","3.1198403522","50.682908106"
"2250496","153","3.210843802","50.6829057664"
"2252393","4","2.9406473925","50.6828704769"
"2250716","491.5","3.1795711172","50.6828583123"
"2251762","3","3.0288351327","50.6828388536"
"2251344","78","3.0885673117","50.6828360508"
"2252944","2","2.8524575626","50.6828346957"
"2252186","8","2.9691047881","50.6828096441"
"2250930","215","3.1482961909","50.6828030854"
"2252784","148","2.88091547","50.6827958227"
"2250259","144.5","3.2392987272","50.6827782849"
"2251563","6","3.0572917549","50.6827562196"
"2251970","70.5","2.9975618547","50.68274178"
"2250495","7","3.2080243396","50.6827392237"
"2250715","407","3.1767517118","50.6826909956"
"2253120","6","2.8211810992","50.68269058"
"2251343","27","3.0857481187","50.682666523"
"2252185","6","2.9662860045","50.6826371894"
"2250929","35.5","3.1454768975","50.6826349964"
"2252783","372","2.8780969475","50.682621193"
"2250258","169","3.2364791734","50.6826124501"
"2251562","346.5","3.0544727282","50.6825859442"
"2250494","135.5","3.2052048538","50.6825726388"
"2251969","43","2.9947429986","50.6825700019"
"2252392","1","2.9350099851","50.6825241453"
"2250714","119","3.1739323252","50.6825236146"
"2251761","2","3.0231972871","50.6824968374"
"2252943","2","2.846820755","50.682484022"
"2250928","172","3.1426576138","50.6824668724"
"2252184","2","2.9634672015","50.6824647031"
"2250257","171.5","3.2336596529","50.6824465406"
"2252782","287","2.8752784729","50.6824465208"
"2251561","53","3.0516537253","50.68241559"
"2250493","466","3.202385394","50.6824059407"
"2251147","30","3.1113827615","50.682401582"
"2250713","258.5","3.1711129575","50.6823561694"
"2252391","2","2.932191345","50.682350873"
"2251760","8","3.020378358","50.6823257331"
"2250927","257","3.1398383207","50.6822986624"
"2250256","51","3.2308401247","50.6822805534"
"2252781","86.5","2.8724600557","50.6822717769"
"2251560","187","3.0488347417","50.6822451714"
"2250492","16","3.1995670029","50.6822388464"
"2251146","100.5","3.1085636101","50.6822326215"
"2250712","214","3.1682936418","50.6821886668"
"2252390","3","2.9293727246","50.6821775365"
"2251759","21","3.0175594477","50.6821545196"
"2250926","268","3.1370190796","50.6821303951"
"2252183","2","2.9578297153","50.6821194632"
"2252780","283","2.8696416206","50.6820969762"
"2251559","184","3.0460157609","50.6820746794"
"2250491","110","3.1967486308","50.682071688"
"2251145","155","3.1057444281","50.6820635803"
"2252604","6","2.8980989524","50.6820538221"
"2250711","118","3.1654743165","50.6820210783"
"2251342","74","3.0744717716","50.68198778"
"2250019","160","3.2564749609","50.681982762"
"2250925","113","3.1341998576","50.6819620636"
"2252779","77","2.866823177","50.6819220895"
"2250490","387","3.1939291899","50.6819048045"
"2251558","151.5","3.0431967894","50.6819041188"
"2251144","285","3.1029253306","50.6818944555"
"2250710","284","3.162655001","50.6818534548"
"2252389","11","2.9237354943","50.681830629"
"2251341","87","3.0716527087","50.6818179128"
"2250018","266","3.2536553464","50.6818173472"
"2252778","301.5","2.8640047809","50.6817471155"
"2250489","425.5","3.191109814","50.6817378626"
"2251557","61","3.0403778702","50.6817335011"
"2251143","146","3.1001073233","50.6817249888"
"2250709","577","3.1598357136","50.6816857377"
"2250017","207","3.2508357927","50.6816518458"
"2251340","160.5","3.0688337355","50.6816479808"
"2251758","7","3.0091028338","50.6816405833"
"2252777","64","2.861186405","50.681572122"
"2250488","286","3.1882904926","50.6815708291"
"2251556","8","3.0375589518","50.6815628016"
"2251142","173","3.0972893351","50.6815554577"
"2252603","28","2.8896435174","50.6815310472"
"2250708","299","3.157016436","50.6815179855"
"2250016","94","3.2480163019","50.6814862661"
"2252388","2","2.918098413","50.6814834642"
"2251339","38","3.0660147584","50.6814779817"
"2251757","10","3.0062840008","50.6814691128"
"2252182","5","2.9465550951","50.6814282085"
"2250487","424.5","3.1854711194","50.6814037318"
"2251555","4","3.034740015","50.6813920453"
"2251141","206","3.0944702574","50.6813861477"
"2252602","550","2.8868250429","50.6813566546"
"2250707","142","3.1541971977","50.6813501189"
"2250015","257","3.2451967955","50.6813206403"
"2251338","5","3.06319573","50.6813079187"
"2251756","54","3.0034651871","50.6812975779"
"2250924","5","3.122923158","50.6812880049"
"2250255","15","3.2139233999","50.6812831833"
"2250486","63","3.1826518002","50.681236597"
"2252776","10","2.8555497544","50.6812218754"
"2251140","157","3.0916511637","50.6812167466"
"2251968","8","2.9721928505","50.6811935975"
"2252601","329.5","2.8840066355","50.6811821945"
"2250706","229","3.1513779341","50.6811821904"
"2250014","127","3.242377342","50.6811549321"
"2251755","110","3.0006476568","50.6811254787"
"2250923","13","3.1201040304","50.6811193071"
"2250254","14","3.2111040188","50.6811167104"
"2250485","480","3.1798324648","50.6810693711"
"2251554","4","3.0291022218","50.6810502979"
"2251139","148.5","3.0888321526","50.6810473298"
"2252600","102","2.8811882478","50.6810076701"
"2250013","219.5","3.2395578698","50.6809891671"
"2251754","177","2.9978301458","50.6809533153"
"2250253","19","3.2082845913","50.6809501924"
"2250484","325","3.1770131594","50.68090206"
"2251138","182","3.0860131322","50.6808778269"
"2251967","1","2.9665554698","50.6808488276"
"2250705","66","3.1457395687","50.6808461334"
"2252599","64","2.8783698766","50.6808330709"
"2250012","131","3.2367383535","50.6808233342"
"2251337","130","3.0547389136","50.6807972971"
"2250252","64","3.2054652247","50.680783588"
"2251753","63","2.9950114016","50.6807815667"
"2252181","20","2.9352807156","50.6807358361"
"2250483","61","3.174193906","50.6807346916"
"2251137","27","3.0831940584","50.6807082405"
"2250704","4","3.1429203898","50.6806780004"
"2251966","16/05/17","2.9637367945","50.6806763353"
"2252598","85.5","2.8755514507","50.6806583798"
"2250011","126","3.2339189187","50.6806574407"
"2250251","295","3.2026459442","50.6806169082"
"2251752","6","2.9921926748","50.6806097342"
"2250482","186","3.171374643","50.6805672372"
